direc,reg,sess,lb,hold,ext,sl,vol,n,tpd,pf30,wr30,netR30,pf65,wr65,pf_is,pf_oos,pf_delay,posY,ROBUST,GOOD
long,bull,london_ny,3,8,2.618,0.1,0,8017,1.57,1.278,38.8,1343.0,1.044,37.2,1.205,1.329,1.327,16/21,0,0
long,bull,london_ny,3,8,2.618,0.1,1.5,1473,0.29,1.31,35.2,316.0,1.082,34.2,1.255,1.356,1.59,15/21,0,0
long,bull,london_ny,3,8,3.618,0.02,0,8015,1.57,1.345,36.4,1827.0,1.078,35.0,1.3,1.376,1.417,18/21,0,0
long,bull,london_ny,3,8,3.618,0.02,1.5,1473,0.29,1.433,32.6,477.0,1.163,31.7,1.351,1.5,1.758,14/21,0,1
long,bull,london_ny,3,8,3.618,0.1,0,8017,1.57,1.324,38.7,1567.0,1.084,37.0,1.24,1.382,1.376,18/21,0,0
long,bull,london_ny,3,8,3.618,0.1,1.5,1473,0.29,1.385,35.0,394.0,1.147,34.0,1.32,1.438,1.675,15/21,0,1
long,bull,london_ny,3,12,1.618,0.02,0,8782,1.72,1.279,35.8,1702.0,1.033,34.6,1.265,1.289,1.332,18/21,0,0
long,bull,london_ny,3,12,1.618,0.02,1.5,1724,0.34,1.33,33.0,431.0,1.081,32.3,1.188,1.451,1.581,15/21,0,0
long,bull,london_ny,3,12,1.618,0.1,0,8779,1.72,1.263,38.4,1468.0,1.042,37.1,1.195,1.311,1.297,17/21,0,0
long,bull,london_ny,3,12,1.618,0.1,1.5,1723,0.34,1.263,35.3,320.0,1.047,34.5,1.128,1.377,1.47,15/21,0,0
long,bull,london_ny,3,12,2.618,0.02,0,8782,1.72,1.354,35.0,2187.0,1.1,33.8,1.327,1.373,1.408,18/21,0,1
long,bull,london_ny,3,12,2.618,0.02,1.5,1724,0.34,1.407,31.9,542.0,1.15,31.1,1.307,1.491,1.667,15/21,0,1
long,bull,london_ny,3,12,2.618,0.1,0,8779,1.72,1.337,37.6,1911.0,1.109,36.2,1.258,1.394,1.375,18/21,0,0
long,bull,london_ny,3,12,2.618,0.1,1.5,1723,0.34,1.344,34.2,426.0,1.121,33.4,1.252,1.421,1.561,14/21,0,0
long,bull,london_ny,3,12,3.618,0.02,0,8782,1.72,1.41,34.7,2546.0,1.149,33.6,1.37,1.438,1.466,18/21,0,1
long,bull,london_ny,3,12,3.618,0.02,1.5,1724,0.34,1.482,31.6,645.0,1.215,30.8,1.378,1.57,1.751,16/21,0,1
long,bull,london_ny,3,12,3.618,0.1,0,8779,1.72,1.389,37.3,2212.0,1.155,36.0,1.295,1.455,1.427,18/21,0,1
long,bull,london_ny,3,12,3.618,0.1,1.5,1723,0.34,1.422,34.0,526.0,1.19,33.1,1.328,1.501,1.651,15/21,0,1
long,bull,london_ny,3,24,1.618,0.02,0,10269,2.01,1.331,31.1,2627.0,1.109,30.8,1.316,1.343,1.371,18/21,0,0
long,bull,london_ny,3,24,1.618,0.02,1.5,2207,0.43,1.374,30.1,649.0,1.142,29.8,1.25,1.48,1.591,16/21,0,1
long,bull,london_ny,3,24,1.618,0.1,0,10265,2.01,1.299,33.4,2219.0,1.105,33.1,1.25,1.336,1.326,18/21,0,0
long,bull,london_ny,3,24,1.618,0.1,1.5,2206,0.43,1.274,31.6,450.0,1.079,31.3,1.171,1.359,1.454,16/21,0,0
long,bull,london_ny,3,24,2.618,0.02,0,10269,2.01,1.421,29.6,3416.0,1.191,29.3,1.378,1.454,1.46,19/21,0,1
long,bull,london_ny,3,24,2.618,0.02,1.5,2207,0.43,1.465,28.2,828.0,1.225,28.0,1.357,1.554,1.682,14/21,0,1
long,bull,london_ny,3,24,2.618,0.1,0,10265,2.01,1.394,31.9,2991.0,1.192,31.5,1.333,1.44,1.426,18/21,0,1
long,bull,london_ny,3,24,2.618,0.1,1.5,2206,0.43,1.366,29.8,618.0,1.165,29.5,1.285,1.432,1.552,15/21,0,1
long,bull,london_ny,3,24,3.618,0.02,0,10269,2.01,1.489,29.1,3992.0,1.251,28.9,1.438,1.527,1.531,18/21,0,1
long,bull,london_ny,3,24,3.618,0.02,1.5,2207,0.43,1.551,27.5,992.0,1.301,27.3,1.485,1.606,1.779,14/21,0,1
long,bull,london_ny,3,24,3.618,0.1,0,10265,2.01,1.461,31.4,3526.0,1.253,31.1,1.394,1.512,1.494,18/21,0,1
long,bull,london_ny,3,24,3.618,0.1,1.5,2206,0.43,1.451,29.1,770.0,1.241,28.8,1.411,1.483,1.65,14/21,0,1
long,bull,london_ny,5,4,1.618,0.02,0,4415,0.86,1.219,43.7,480.0,0.954,40.6,1.109,1.303,1.266,17/21,0,0
long,bull,london_ny,5,4,1.618,0.02,1.5,733,0.14,1.452,41.1,195.0,1.178,39.6,1.305,1.57,1.712,15/21,0,1
long,bull,london_ny,5,4,1.618,0.1,0,4411,0.86,1.177,45.0,350.0,0.938,41.8,1.052,1.274,1.2,15/21,0,0
long,bull,london_ny,5,4,1.618,0.1,1.5,733,0.14,1.347,42.4,138.0,1.111,40.8,1.21,1.457,1.515,15/21,0,0
long,bull,london_ny,5,4,2.618,0.02,0,4415,0.86,1.262,43.6,576.0,0.991,40.5,1.15,1.348,1.326,16/21,0,0
long,bull,london_ny,5,4,2.618,0.02,1.5,733,0.14,1.531,40.9,230.0,1.247,39.4,1.382,1.652,1.838,14/21,0,1
long,bull,london_ny,5,4,2.618,0.1,0,4411,0.86,1.219,44.9,435.0,0.976,41.6,1.09,1.319,1.258,17/21,0,0
long,bull,london_ny,5,4,2.618,0.1,1.5,733,0.14,1.425,42.3,170.0,1.179,40.7,1.289,1.534,1.632,14/21,0,1
long,bull,london_ny,5,4,3.618,0.02,0,4415,0.86,1.286,43.6,628.0,1.011,40.5,1.171,1.373,1.354,16/21,0,0
long,bull,london_ny,5,4,3.618,0.02,1.5,733,0.14,1.573,40.9,248.0,1.283,39.4,1.42,1.697,1.906,15/21,0,1
long,bull,london_ny,5,4,3.618,0.1,0,4411,0.86,1.241,44.9,479.0,0.995,41.6,1.112,1.342,1.284,17/21,0,0
long,bull,london_ny,5,4,3.618,0.1,1.5,733,0.14,1.465,42.3,186.0,1.214,40.7,1.332,1.572,1.697,15/21,0,1
long,bull,london_ny,5,8,1.618,0.02,0,5432,1.06,1.265,39.1,851.0,1.033,37.8,1.174,1.333,1.32,17/21,0,0
long,bull,london_ny,5,8,1.618,0.02,1.5,1014,0.2,1.381,37.3,252.0,1.142,36.1,1.298,1.451,1.61,13/21,0,1
long,bull,london_ny,5,8,1.618,0.1,0,5425,1.06,1.219,40.9,646.0,1.014,39.4,1.109,1.3,1.253,15/21,0,0
long,bull,london_ny,5,8,1.618,0.1,1.5,1013,0.2,1.26,38.5,162.0,1.06,37.3,1.165,1.338,1.419,12/21,0,0
long,bull,london_ny,5,8,2.618,0.02,0,5432,1.06,1.305,38.7,986.0,1.069,37.3,1.22,1.367,1.37,17/21,0,0
long,bull,london_ny,5,8,2.618,0.02,1.5,1014,0.2,1.433,36.7,289.0,1.189,35.4,1.376,1.481,1.672,13/21,0,1
long,bull,london_ny,5,8,2.618,0.1,0,5425,1.06,1.259,40.5,770.0,1.05,39.0,1.149,1.339,1.3,14/21,0,0
long,bull,london_ny,5,8,2.618,0.1,1.5,1013,0.2,1.309,37.9,195.0,1.106,36.6,1.234,1.372,1.48,11/21,0,0
long,bull,london_ny,5,8,3.618,0.02,0,5432,1.06,1.339,38.7,1097.0,1.098,37.3,1.245,1.408,1.407,17/21,0,0
long,bull,london_ny,5,8,3.618,0.02,1.5,1014,0.2,1.504,36.7,337.0,1.251,35.4,1.47,1.532,1.761,13/21,0,1
long,bull,london_ny,5,8,3.618,0.1,0,5425,1.06,1.293,40.4,871.0,1.08,38.9,1.173,1.381,1.335,16/21,0,0
long,bull,london_ny,5,8,3.618,0.1,1.5,1013,0.2,1.38,37.9,240.0,1.168,36.6,1.324,1.427,1.568,12/21,0,1
long,bull,london_ny,5,12,1.618,0.02,0,6102,1.19,1.311,38.3,1193.0,1.088,37.1,1.219,1.379,1.367,17/21,0,0
long,bull,london_ny,5,12,1.618,0.02,1.5,1240,0.24,1.297,34.8,251.0,1.083,34.0,1.236,1.346,1.504,15/21,0,0
long,bull,london_ny,5,12,1.618,0.1,0,6087,1.19,1.276,40.4,975.0,1.078,39.1,1.159,1.363,1.314,14/21,0,0
long,bull,london_ny,5,12,1.618,0.1,1.5,1237,0.24,1.198,36.1,158.0,1.018,35.3,1.127,1.256,1.345,13/21,0,0
long,bull,london_ny,5,12,2.618,0.02,0,6102,1.19,1.364,37.8,1411.0,1.136,36.6,1.276,1.43,1.426,17/21,0,1
long,bull,london_ny,5,12,2.618,0.02,1.5,1240,0.24,1.37,34.2,316.0,1.149,33.5,1.34,1.394,1.579,14/21,0,1
long,bull,london_ny,5,12,2.618,0.1,0,6087,1.19,1.329,39.9,1172.0,1.126,38.6,1.209,1.418,1.37,16/21,0,0
long,bull,london_ny,5,12,2.618,0.1,1.5,1237,0.24,1.265,35.5,214.0,1.08,34.8,1.22,1.302,1.417,12/21,0,0
long,bull,london_ny,5,12,3.618,0.02,0,6102,1.19,1.404,37.7,1568.0,1.171,36.4,1.303,1.479,1.465,18/21,0,1
long,bull,london_ny,5,12,3.618,0.02,1.5,1240,0.24,1.447,34.2,382.0,1.216,33.5,1.442,1.45,1.672,15/21,0,1
long,bull,london_ny,5,12,3.618,0.1,0,6087,1.19,1.369,39.8,1319.0,1.163,38.5,1.235,1.47,1.408,15/21,0,1
long,bull,london_ny,5,12,3.618,0.1,1.5,1237,0.24,1.34,35.5,275.0,1.146,34.8,1.318,1.358,1.506,12/21,0,0
long,bull,london_ny,5,24,1.618,0.02,0,7285,1.43,1.375,33.7,1951.0,1.177,33.3,1.285,1.444,1.417,17/21,0,1
long,bull,london_ny,5,24,1.618,0.02,1.5,1634,0.32,1.28,31.0,339.0,1.097,30.6,1.228,1.323,1.426,12/21,0,0
long,bull,london_ny,5,24,1.618,0.1,0,7268,1.42,1.319,35.7,1555.0,1.148,35.3,1.224,1.392,1.347,17/21,0,0
long,bull,london_ny,5,24,1.618,0.1,1.5,1631,0.32,1.169,32.1,195.0,1.018,31.6,1.114,1.214,1.281,12/21,0,0
long,bull,london_ny,5,24,2.618,0.02,0,7285,1.43,1.465,32.6,2459.0,1.259,32.2,1.374,1.534,1.511,18/21,0,1
long,bull,london_ny,5,24,2.618,0.02,1.5,1634,0.32,1.376,29.7,464.0,1.186,29.3,1.33,1.414,1.525,12/21,0,1
long,bull,london_ny,5,24,2.618,0.1,0,7268,1.42,1.408,34.7,2025.0,1.231,34.2,1.312,1.482,1.438,17/21,0,1
long,bull,london_ny,5,24,2.618,0.1,1.5,1631,0.32,1.251,30.8,295.0,1.095,30.3,1.203,1.291,1.364,12/21,0,0
long,bull,london_ny,5,24,3.618,0.02,0,7285,1.43,1.521,32.4,2768.0,1.31,32.0,1.422,1.597,1.569,17/21,0,1
long,bull,london_ny,5,24,3.618,0.02,1.5,1634,0.32,1.462,29.5,571.0,1.262,29.1,1.469,1.456,1.627,14/21,0,1
long,bull,london_ny,5,24,3.618,0.1,0,7268,1.42,1.467,34.5,2325.0,1.285,34.0,1.358,1.551,1.498,17/21,0,1
long,bull,london_ny,5,24,3.618,0.1,1.5,1631,0.32,1.331,30.7,390.0,1.167,30.1,1.328,1.333,1.457,12/21,0,0
long,bull,london_ny,8,4,1.618,0.02,0,2995,0.59,1.266,46.4,346.0,1.011,42.9,1.169,1.341,1.294,16/21,0,0
long,bull,london_ny,8,4,1.618,0.02,1.5,484,0.09,1.482,45.7,117.0,1.208,42.4,1.372,1.577,1.781,16/21,0,1
long,bull,london_ny,8,4,1.618,0.1,0,2989,0.58,1.221,47.5,259.0,0.988,43.9,1.115,1.303,1.235,17/21,0,0
long,bull,london_ny,8,4,1.618,0.1,1.5,483,0.09,1.48,47.8,104.0,1.224,44.3,1.347,1.598,1.74,16/21,0,1
long,bull,london_ny,8,4,2.618,0.02,0,2995,0.59,1.289,46.3,377.0,1.031,42.8,1.188,1.365,1.326,17/21,0,0
long,bull,london_ny,8,4,2.618,0.02,1.5,484,0.09,1.518,45.7,126.0,1.239,42.4,1.482,1.548,1.84,17/21,0,1
long,bull,london_ny,8,4,2.618,0.1,0,2989,0.58,1.248,47.4,292.0,1.013,43.9,1.139,1.333,1.271,17/21,0,0
long,bull,london_ny,8,4,2.618,0.1,1.5,483,0.09,1.531,47.8,115.0,1.269,44.3,1.48,1.577,1.816,16/21,0,1
long,bull,london_ny,8,4,3.618,0.02,0,2995,0.59,1.302,46.3,395.0,1.043,42.8,1.205,1.377,1.334,18/21,0,0
long,bull,london_ny,8,4,3.618,0.02,1.5,484,0.09,1.551,45.7,134.0,1.269,42.4,1.529,1.571,1.877,16/21,0,1
long,bull,london_ny,8,4,3.618,0.1,0,2989,0.58,1.262,47.4,309.0,1.025,43.9,1.158,1.344,1.281,18/21,0,0
long,bull,london_ny,8,4,3.618,0.1,1.5,483,0.09,1.57,47.8,124.0,1.303,44.3,1.539,1.598,1.863,16/21,0,1
long,bull,london_ny,8,8,1.618,0.02,0,3747,0.73,1.293,42.2,580.0,1.077,40.6,1.174,1.382,1.305,16/21,0,0
long,bull,london_ny,8,8,1.618,0.02,1.5,687,0.13,1.391,40.9,157.0,1.167,39.9,1.252,1.515,1.51,15/21,0,1
long,bull,london_ny,8,8,1.618,0.1,0,3738,0.73,1.239,43.6,436.0,1.047,41.9,1.109,1.338,1.244,15/21,0,0
long,bull,london_ny,8,8,1.618,0.1,1.5,685,0.13,1.338,42.9,125.0,1.139,41.9,1.208,1.454,1.447,16/21,0,0
long,bull,london_ny,8,8,2.618,0.02,0,3747,0.73,1.305,41.9,609.0,1.089,40.3,1.196,1.387,1.323,15/21,0,0
long,bull,london_ny,8,8,2.618,0.02,1.5,687,0.13,1.313,40.0,127.0,1.101,38.9,1.274,1.347,1.419,13/21,0,0
long,bull,london_ny,8,8,2.618,0.1,0,3738,0.73,1.256,43.3,470.0,1.063,41.6,1.131,1.35,1.266,14/21,0,0
long,bull,london_ny,8,8,2.618,0.1,1.5,685,0.13,1.276,42.0,104.0,1.086,40.9,1.235,1.312,1.375,13/21,0,0
long,bull,london_ny,8,8,3.618,0.02,0,3747,0.73,1.322,41.9,643.0,1.104,40.3,1.216,1.402,1.343,15/21,0,0
long,bull,london_ny,8,8,3.618,0.02,1.5,687,0.13,1.336,40.0,137.0,1.121,38.9,1.307,1.362,1.444,12/21,0,0
long,bull,london_ny,8,8,3.618,0.1,0,3738,0.73,1.275,43.3,504.0,1.08,41.6,1.152,1.367,1.288,15/21,0,0
long,bull,london_ny,8,8,3.618,0.1,1.5,685,0.13,1.314,42.0,118.0,1.12,40.9,1.279,1.344,1.416,13/21,0,0
long,bull,london_ny,8,12,1.618,0.02,0,4326,0.85,1.304,40.6,749.0,1.105,39.4,1.194,1.386,1.318,15/21,0,0
long,bull,london_ny,8,12,1.618,0.02,1.5,880,0.17,1.315,38.3,172.0,1.12,38.0,1.248,1.37,1.485,15/21,0,0
long,bull,london_ny,8,12,1.618,0.1,0,4309,0.84,1.27,42.4,609.0,1.09,41.1,1.145,1.363,1.274,15/21,0,0
long,bull,london_ny,8,12,1.618,0.1,1.5,876,0.17,1.257,40.1,130.0,1.085,39.6,1.198,1.305,1.4,13/21,0,0
long,bull,london_ny,8,12,2.618,0.02,0,4326,0.85,1.341,40.2,846.0,1.139,39.0,1.245,1.412,1.355,16/21,0,0
long,bull,london_ny,8,12,2.618,0.02,1.5,880,0.17,1.315,37.5,175.0,1.122,37.2,1.325,1.306,1.481,12/21,0,0
long,bull,london_ny,8,12,2.618,0.1,0,4309,0.84,1.309,42.1,703.0,1.127,40.8,1.196,1.393,1.313,15/21,0,0
long,bull,london_ny,8,12,2.618,0.1,1.5,876,0.17,1.264,39.3,135.0,1.093,38.8,1.275,1.255,1.406,12/21,0,0
long,bull,london_ny,8,12,3.618,0.02,0,4326,0.85,1.37,40.2,920.0,1.165,39.0,1.27,1.445,1.385,16/21,0,1
long,bull,london_ny,8,12,3.618,0.02,1.5,880,0.17,1.351,37.5,195.0,1.155,37.2,1.388,1.322,1.527,12/21,0,1
long,bull,london_ny,8,12,3.618,0.1,0,4309,0.84,1.34,42.1,773.0,1.154,40.8,1.222,1.428,1.345,15/21,0,0
long,bull,london_ny,8,12,3.618,0.1,1.5,876,0.17,1.308,39.3,158.0,1.133,38.8,1.34,1.281,1.46,11/21,0,0
long,bull,london_ny,8,24,1.618,0.02,0,5289,1.03,1.375,36.3,1311.0,1.202,35.9,1.289,1.44,1.394,17/21,0,1
long,bull,london_ny,8,24,1.618,0.02,1.5,1183,0.23,1.336,34.1,273.0,1.169,33.6,1.308,1.36,1.494,13/21,0,0
long,bull,london_ny,8,24,1.618,0.1,0,5265,1.03,1.319,38.4,1041.0,1.167,37.9,1.223,1.391,1.328,17/21,0,0
long,bull,london_ny,8,24,1.618,0.1,1.5,1177,0.23,1.262,35.9,199.0,1.118,35.3,1.251,1.271,1.395,12/21,0,0
long,bull,london_ny,8,24,2.618,0.02,0,5289,1.03,1.463,35.6,1637.0,1.283,35.2,1.369,1.535,1.48,17/21,0,1
long,bull,london_ny,8,24,2.618,0.02,1.5,1183,0.23,1.413,32.9,342.0,1.24,32.4,1.403,1.421,1.57,14/21,0,1
long,bull,london_ny,8,24,2.618,0.1,0,5265,1.03,1.406,37.8,1340.0,1.248,37.3,1.302,1.485,1.415,17/21,0,1
long,bull,london_ny,8,24,2.618,0.1,1.5,1177,0.23,1.333,34.7,258.0,1.185,34.2,1.343,1.326,1.467,13/21,0,0
long,bull,london_ny,8,24,3.618,0.02,0,5289,1.03,1.504,35.5,1785.0,1.32,35.0,1.385,1.593,1.521,16/21,0,1
long,bull,london_ny,8,24,3.618,0.02,1.5,1183,0.23,1.469,32.6,389.0,1.291,32.1,1.472,1.466,1.631,14/21,0,1
long,bull,london_ny,8,24,3.618,0.1,0,5265,1.03,1.446,37.6,1477.0,1.286,37.2,1.319,1.544,1.456,17/21,0,1
long,bull,london_ny,8,24,3.618,0.1,1.5,1177,0.23,1.387,34.5,301.0,1.235,34.0,1.407,1.371,1.526,13/21,0,1
long,bull_strong,all,3,4,1.618,0.02,0,10021,1.96,1.141,41.3,839.0,0.839,38.3,1.117,1.158,1.191,13/21,0,0
long,bull_strong,all,3,4,1.618,0.02,1.5,1805,0.35,1.195,38.1,233.0,0.9,35.5,1.142,1.234,1.4,10/20,0,0
long,bull_strong,all,3,4,1.618,0.1,0,10020,1.96,1.105,43.1,563.0,0.83,39.9,1.055,1.14,1.137,13/21,0,0
long,bull_strong,all,3,4,1.618,0.1,1.5,1805,0.35,1.145,40.1,159.0,0.881,37.3,1.089,1.187,1.318,11/20,0,0
long,bull_strong,all,3,4,2.618,0.02,0,10021,1.96,1.173,41.1,1035.0,0.867,38.0,1.128,1.204,1.234,14/21,0,0
long,bull_strong,all,3,4,2.618,0.02,1.5,1805,0.35,1.252,37.7,304.0,0.95,35.1,1.223,1.274,1.506,9/20,0,0
long,bull_strong,all,3,4,2.618,0.1,0,10020,1.96,1.146,42.9,784.0,0.866,39.7,1.082,1.19,1.185,13/21,0,0
long,bull_strong,all,3,4,2.618,0.1,1.5,1805,0.35,1.204,39.7,225.0,0.932,37.0,1.166,1.233,1.421,10/20,0,0
long,bull_strong,all,3,4,3.618,0.02,0,10021,1.96,1.194,41.0,1158.0,0.884,38.0,1.138,1.232,1.254,13/21,0,0
long,bull_strong,all,3,4,3.618,0.02,1.5,1805,0.35,1.303,37.7,366.0,0.992,35.1,1.264,1.332,1.571,11/20,0,0
long,bull_strong,all,3,4,3.618,0.1,0,10020,1.96,1.165,42.8,888.0,0.882,39.6,1.092,1.215,1.204,13/21,0,0
long,bull_strong,all,3,4,3.618,0.1,1.5,1805,0.35,1.252,39.7,278.0,0.973,36.9,1.207,1.286,1.485,10/20,0,0
long,bull_strong,all,3,8,1.618,0.02,0,11725,2.29,1.194,36.7,1552.0,0.927,35.3,1.209,1.184,1.226,13/21,0,0
long,bull_strong,all,3,8,1.618,0.02,1.5,2247,0.44,1.231,34.3,380.0,0.965,33.2,1.218,1.24,1.361,13/20,0,0
long,bull_strong,all,3,8,1.618,0.1,0,11723,2.29,1.163,38.9,1192.0,0.922,37.3,1.15,1.172,1.182,13/21,0,0
long,bull_strong,all,3,8,1.618,0.1,1.5,2247,0.44,1.186,36.6,284.0,0.95,35.5,1.183,1.188,1.295,13/20,0,0
long,bull_strong,all,3,8,2.618,0.02,0,11725,2.29,1.252,36.1,2036.0,0.977,34.7,1.253,1.25,1.289,16/21,0,0
long,bull_strong,all,3,8,2.618,0.02,1.5,2247,0.44,1.287,33.3,482.0,1.017,32.3,1.308,1.272,1.43,15/20,0,0
long,bull_strong,all,3,8,2.618,0.1,0,11723,2.29,1.226,38.2,1675.0,0.979,36.7,1.208,1.238,1.25,15/21,0,0
long,bull_strong,all,3,8,2.618,0.1,1.5,2247,0.44,1.246,35.6,382.0,1.005,34.5,1.278,1.222,1.368,15/20,0,0
long,bull_strong,all,3,8,3.618,0.02,0,11725,2.29,1.291,35.9,2361.0,1.011,34.5,1.274,1.302,1.33,16/21,0,0
long,bull_strong,all,3,8,3.618,0.02,1.5,2247,0.44,1.356,33.1,600.0,1.075,32.1,1.347,1.363,1.507,14/20,0,1
long,bull_strong,all,3,8,3.618,0.1,0,11723,2.29,1.261,38.1,1942.0,1.01,36.5,1.225,1.286,1.288,17/21,0,0
long,bull_strong,all,3,8,3.618,0.1,1.5,2247,0.44,1.31,35.4,483.0,1.06,34.3,1.313,1.308,1.44,16/20,0,0
long,bull_strong,all,3,12,1.618,0.02,0,12443,2.43,1.194,33.9,1772.0,0.946,33.0,1.216,1.178,1.213,13/21,0,0
long,bull_strong,all,3,12,1.618,0.02,1.5,2458,0.48,1.223,31.6,426.0,0.976,31.0,1.196,1.245,1.336,13/20,0,0
long,bull_strong,all,3,12,1.618,0.1,0,12437,2.43,1.173,36.3,1456.0,0.951,35.3,1.166,1.177,1.182,14/21,0,0
long,bull_strong,all,3,12,1.618,0.1,1.5,2457,0.48,1.185,33.9,328.0,0.966,33.3,1.151,1.212,1.277,14/20,0,0
long,bull_strong,all,3,12,2.618,0.02,0,12443,2.43,1.266,33.0,2475.0,1.011,32.0,1.276,1.26,1.286,16/21,0,0
long,bull_strong,all,3,12,2.618,0.02,1.5,2458,0.48,1.269,30.1,527.0,1.02,29.5,1.269,1.27,1.394,14/20,0,0
long,bull_strong,all,3,12,2.618,0.1,0,12437,2.43,1.244,35.3,2095.0,1.016,34.3,1.225,1.258,1.256,16/21,0,0
long,bull_strong,all,3,12,2.618,0.1,1.5,2457,0.48,1.237,32.5,430.0,1.015,31.9,1.229,1.243,1.341,15/20,0,0
long,bull_strong,all,3,12,3.618,0.02,0,12443,2.43,1.315,32.7,2948.0,1.054,31.7,1.312,1.318,1.335,15/21,0,0
long,bull_strong,all,3,12,3.618,0.02,1.5,2458,0.48,1.345,29.9,678.0,1.085,29.2,1.335,1.353,1.475,14/20,0,0
long,bull_strong,all,3,12,3.618,0.1,0,12437,2.43,1.289,35.0,2496.0,1.055,34.0,1.257,1.312,1.303,17/21,0,0
long,bull_strong,all,3,12,3.618,0.1,1.5,2457,0.48,1.305,32.2,558.0,1.075,31.5,1.29,1.317,1.42,15/20,0,0
long,bull_strong,all,3,24,1.618,0.02,0,13478,2.64,1.244,29.8,2656.0,1.014,29.5,1.246,1.243,1.256,15/21,0,0
long,bull_strong,all,3,24,1.618,0.02,1.5,2791,0.55,1.279,29.2,634.0,1.041,28.8,1.22,1.325,1.369,14/20,0,0
long,bull_strong,all,3,24,1.618,0.1,0,13468,2.64,1.217,32.0,2209.0,1.014,31.7,1.204,1.226,1.222,15/21,0,0
long,bull_strong,all,3,24,1.618,0.1,1.5,2790,0.55,1.222,31.1,476.0,1.017,30.7,1.169,1.265,1.301,13/20,0,0
long,bull_strong,all,3,24,2.618,0.02,0,13478,2.64,1.326,27.9,3637.0,1.089,27.6,1.314,1.334,1.336,16/21,0,0
long,bull_strong,all,3,24,2.618,0.02,1.5,2791,0.55,1.365,27.2,855.0,1.121,26.8,1.332,1.391,1.465,14/20,0,1
long,bull_strong,all,3,24,2.618,0.1,0,13468,2.64,1.303,30.1,3176.0,1.094,29.7,1.288,1.314,1.312,17/21,0,0
long,bull_strong,all,3,24,2.618,0.1,1.5,2790,0.55,1.312,29.1,688.0,1.1,28.7,1.283,1.334,1.403,15/20,0,0
long,bull_strong,all,3,24,3.618,0.02,0,13478,2.64,1.391,27.3,4409.0,1.146,27.0,1.377,1.402,1.403,17/21,0,1
long,bull_strong,all,3,24,3.618,0.02,1.5,2791,0.55,1.456,26.5,1079.0,1.2,26.1,1.469,1.446,1.559,15/20,0,1
long,bull_strong,all,3,24,3.618,0.1,0,13468,2.64,1.367,29.4,3879.0,1.151,29.1,1.35,1.379,1.378,17/21,0,1
long,bull_strong,all,3,24,3.618,0.1,1.5,2790,0.55,1.39,28.3,871.0,1.17,27.9,1.405,1.378,1.494,14/20,0,1
long,bull_strong,all,5,4,1.618,0.02,0,6573,1.29,1.145,43.6,492.0,0.869,40.0,1.069,1.196,1.177,13/21,0,0
long,bull_strong,all,5,4,1.618,0.02,1.5,1185,0.23,1.269,41.0,186.0,0.985,38.1,1.161,1.343,1.432,12/19,0,0
long,bull_strong,all,5,4,1.618,0.1,0,6567,1.28,1.109,45.1,333.0,0.857,41.3,1.024,1.166,1.123,13/21,0,0
long,bull_strong,all,5,4,1.618,0.1,1.5,1185,0.23,1.211,42.7,132.0,0.956,39.7,1.128,1.265,1.316,12/19,0,0
long,bull_strong,all,5,4,2.618,0.02,0,6573,1.29,1.179,43.6,609.0,0.898,39.9,1.101,1.231,1.225,13/21,0,0
long,bull_strong,all,5,4,2.618,0.02,1.5,1185,0.23,1.321,40.9,222.0,1.03,38.1,1.214,1.394,1.523,12/19,0,0
long,bull_strong,all,5,4,2.618,0.1,0,6567,1.28,1.144,45.0,439.0,0.887,41.2,1.055,1.203,1.169,13/21,0,0
long,bull_strong,all,5,4,2.618,0.1,1.5,1185,0.23,1.263,42.6,164.0,1.001,39.7,1.183,1.315,1.402,13/19,0,0
long,bull_strong,all,5,4,3.618,0.02,0,6573,1.29,1.195,43.6,663.0,0.911,39.9,1.113,1.25,1.24,13/21,0,0
long,bull_strong,all,5,4,3.618,0.02,1.5,1185,0.23,1.341,40.9,235.0,1.046,38.0,1.251,1.402,1.549,12/19,0,0
long,bull_strong,all,5,4,3.618,0.1,0,6567,1.28,1.159,45.0,485.0,0.9,41.2,1.067,1.22,1.184,14/21,0,0
long,bull_strong,all,5,4,3.618,0.1,1.5,1185,0.23,1.283,42.6,177.0,1.019,39.6,1.223,1.322,1.429,13/19,0,0
long,bull_strong,all,5,8,1.618,0.02,0,7805,1.53,1.223,39.2,1055.0,0.979,37.7,1.225,1.221,1.255,14/21,0,0
long,bull_strong,all,5,8,1.618,0.02,1.5,1504,0.29,1.298,38.3,290.0,1.048,36.4,1.339,1.27,1.409,9/19,0,0
long,bull_strong,all,5,8,1.618,0.1,0,7796,1.53,1.184,41.0,802.0,0.967,39.5,1.173,1.192,1.201,14/21,0,0
long,bull_strong,all,5,8,1.618,0.1,1.5,1504,0.29,1.226,40.1,205.0,1.01,38.2,1.266,1.201,1.295,13/19,0,0
long,bull_strong,all,5,8,2.618,0.02,0,7805,1.53,1.28,38.9,1333.0,1.029,37.4,1.283,1.277,1.322,14/21,0,0
long,bull_strong,all,5,8,2.618,0.02,1.5,1504,0.29,1.35,38.0,344.0,1.094,36.0,1.395,1.32,1.483,10/19,0,1
