swing_k,ote_fib,sweep_lb,min_conf,require_fvg,sl_buf_atr,tp_mode,session,h4_trend,wait_bars,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
2,0.5,3,4,0,0.05,2R,kz,1,48,1479,221.0,1.146,142.9,0.35,0.416,-61.1,4/8,2.0,False
2,0.5,3,4,0,0.05,2R,kz,1,96,1819,271.0,1.164,195.7,0.47,0.418,-61.7,6/8,2.0,False
2,0.5,3,4,0,0.05,3R,all,0,48,4847,722.0,1.178,658.5,0.76,0.325,-128.3,6/8,3.0,False
2,0.5,3,4,0,0.05,3R,all,0,96,6036,899.0,1.203,925.7,1.17,0.331,-117.4,6/8,3.0,False
2,0.5,3,4,0,0.05,3R,all,1,48,2620,391.0,1.179,357.0,0.37,0.326,-143.4,6/8,3.0,False
2,0.5,3,4,0,0.05,3R,all,1,96,3295,491.0,1.228,561.0,0.71,0.335,-118.2,6/8,3.0,False
2,0.5,3,4,0,0.05,3R,kz,0,48,2662,397.0,1.253,504.9,0.57,0.339,-132.3,6/8,3.0,False
2,0.5,3,4,0,0.05,3R,kz,0,96,3271,488.0,1.27,654.1,0.78,0.343,-124.4,7/8,3.0,False
2,0.5,3,4,0,0.05,3R,kz,1,48,1479,221.0,1.27,297.0,0.42,0.345,-105.2,6/8,3.0,False
2,0.5,3,4,0,0.05,3R,kz,1,96,1819,271.0,1.285,380.9,0.59,0.347,-97.0,6/8,3.0,False
2,0.5,3,4,0,0.1,bsl,all,0,48,4869,726.0,0.848,-374.6,-0.12,0.549,-453.4,3/8,0.91,False
2,0.5,3,4,0,0.1,bsl,all,0,96,6062,903.0,0.879,-366.3,-0.12,0.555,-471.1,3/8,0.91,False
2,0.5,3,4,0,0.1,bsl,all,1,48,2632,392.0,0.894,-137.5,-0.1,0.561,-208.8,3/8,0.91,False
2,0.5,3,4,0,0.1,bsl,all,1,96,3309,493.0,0.936,-102.7,-0.08,0.57,-189.3,3/8,0.91,False
2,0.5,3,4,0,0.1,bsl,kz,0,48,2675,399.0,0.862,-186.1,-0.11,0.553,-257.0,2/8,0.91,False
2,0.5,3,4,0,0.1,bsl,kz,0,96,3287,490.0,0.887,-184.1,-0.11,0.557,-261.4,3/8,0.92,False
2,0.5,3,4,0,0.1,bsl,kz,1,48,1485,221.0,0.929,-50.9,-0.07,0.572,-107.1,3/8,0.91,False
2,0.5,3,4,0,0.1,bsl,kz,1,96,1827,272.0,0.967,-28.2,-0.05,0.579,-89.4,3/8,0.92,False
2,0.5,3,4,0,0.1,2R,all,0,48,4869,726.0,1.058,191.8,0.17,0.391,-167.7,5/8,2.0,False
2,0.5,3,4,0,0.1,2R,all,0,96,6062,903.0,1.085,349.0,0.28,0.396,-185.4,5/8,2.0,False
2,0.5,3,4,0,0.1,2R,all,1,48,2632,392.0,1.069,123.6,0.18,0.394,-100.8,6/8,2.0,False
2,0.5,3,4,0,0.1,2R,all,1,96,3309,493.0,1.112,246.9,0.41,0.403,-90.7,6/8,2.0,False
2,0.5,3,4,0,0.1,2R,kz,0,48,2675,399.0,1.113,202.7,0.28,0.404,-108.1,6/8,2.0,False
2,0.5,3,4,0,0.1,2R,kz,0,96,3287,490.0,1.131,286.4,0.36,0.407,-118.3,6/8,2.0,False
2,0.5,3,4,0,0.1,2R,kz,1,48,1485,221.0,1.133,130.8,0.3,0.411,-65.7,4/8,2.0,False
2,0.5,3,4,0,0.1,2R,kz,1,96,1827,272.0,1.15,180.9,0.44,0.414,-61.6,6/8,2.0,False
2,0.5,3,4,0,0.1,3R,all,0,48,4869,726.0,1.182,674.5,0.74,0.325,-135.3,6/8,3.0,False
2,0.5,3,4,0,0.1,3R,all,0,96,6062,903.0,1.207,940.2,1.16,0.33,-121.2,7/8,3.0,False
2,0.5,3,4,0,0.1,3R,all,1,48,2632,392.0,1.174,348.0,0.34,0.324,-153.4,6/8,3.0,False
2,0.5,3,4,0,0.1,3R,all,1,96,3309,493.0,1.222,547.0,0.62,0.333,-131.3,6/8,3.0,False
2,0.5,3,4,0,0.1,3R,kz,0,48,2675,399.0,1.248,495.0,0.51,0.337,-144.0,6/8,3.0,False
2,0.5,3,4,0,0.1,3R,kz,0,96,3287,490.0,1.263,638.4,0.71,0.34,-133.4,7/8,3.0,False
2,0.5,3,4,0,0.1,3R,kz,1,48,1485,221.0,1.255,282.3,0.35,0.341,-119.2,6/8,3.0,False
2,0.5,3,4,0,0.1,3R,kz,1,96,1827,272.0,1.269,362.4,0.49,0.343,-110.6,6/8,3.0,False
2,0.5,3,4,0,0.25,bsl,all,0,48,4896,730.0,0.821,-420.4,-0.13,0.567,-471.4,2/8,0.8,False
2,0.5,3,4,0,0.25,bsl,all,0,96,6096,908.0,0.851,-427.1,-0.13,0.573,-501.5,3/8,0.81,False
2,0.5,3,4,0,0.25,bsl,all,1,48,2648,395.0,0.871,-159.3,-0.11,0.58,-211.1,2/8,0.81,False
2,0.5,3,4,0,0.25,bsl,all,1,96,3329,496.0,0.909,-137.7,-0.1,0.588,-202.7,3/8,0.81,False
2,0.5,3,4,0,0.25,bsl,kz,0,48,2691,401.0,0.842,-201.5,-0.11,0.573,-262.4,2/8,0.81,False
2,0.5,3,4,0,0.25,bsl,kz,0,96,3305,493.0,0.866,-207.9,-0.11,0.576,-276.8,2/8,0.82,False
2,0.5,3,4,0,0.25,bsl,kz,1,48,1494,223.0,0.917,-56.3,-0.08,0.593,-108.1,3/8,0.81,False
2,0.5,3,4,0,0.25,bsl,kz,1,96,1838,274.0,0.949,-41.6,-0.06,0.598,-100.2,3/8,0.82,False
2,0.5,3,4,0,0.25,2R,all,0,48,4896,730.0,1.054,180.2,0.14,0.385,-188.9,5/8,2.0,False
2,0.5,3,4,0,0.25,2R,all,0,96,6096,908.0,1.08,327.0,0.24,0.391,-202.4,5/8,2.0,False
2,0.5,3,4,0,0.25,2R,all,1,48,2648,395.0,1.081,143.5,0.21,0.392,-102.8,6/8,2.0,False
2,0.5,3,4,0,0.25,2R,all,1,96,3329,496.0,1.117,257.2,0.45,0.4,-86.1,6/8,2.0,False
2,0.5,3,4,0,0.25,2R,kz,0,48,2691,401.0,1.122,217.6,0.27,0.401,-119.9,6/8,2.0,False
2,0.5,3,4,0,0.25,2R,kz,0,96,3305,493.0,1.139,303.4,0.33,0.404,-136.7,6/8,2.0,False
2,0.5,3,4,0,0.25,2R,kz,1,48,1494,223.0,1.17,165.4,0.36,0.414,-68.3,5/8,2.0,False
2,0.5,3,4,0,0.25,2R,kz,1,96,1838,274.0,1.18,214.6,0.46,0.415,-70.1,6/8,2.0,False
2,0.5,3,4,0,0.25,3R,all,0,48,4896,730.0,1.148,548.5,0.62,0.317,-131.0,6/8,3.0,False
2,0.5,3,4,0,0.25,3R,all,0,96,6096,908.0,1.178,812.0,0.83,0.323,-145.7,5/8,3.0,False
2,0.5,3,4,0,0.25,3R,all,1,48,2648,395.0,1.158,316.0,0.31,0.319,-152.5,6/8,3.0,False
2,0.5,3,4,0,0.25,3R,all,1,96,3329,496.0,1.202,499.4,0.58,0.328,-127.7,6/8,3.0,False
2,0.5,3,4,0,0.25,3R,kz,0,48,2691,401.0,1.218,437.2,0.5,0.329,-131.6,6/8,3.0,False
2,0.5,3,4,0,0.25,3R,kz,0,96,3305,493.0,1.229,557.8,0.64,0.332,-130.2,6/8,3.0,False
2,0.5,3,4,0,0.25,3R,kz,1,48,1494,223.0,1.251,276.0,0.35,0.337,-117.9,6/8,3.0,False
2,0.5,3,4,0,0.25,3R,kz,1,96,1838,274.0,1.244,329.3,0.4,0.336,-121.4,6/8,3.0,False
2,0.5,3,4,0,0.5,bsl,all,0,48,4938,736.0,0.811,-402.8,-0.13,0.602,-444.8,1/8,0.68,False
2,0.5,3,4,0,0.5,bsl,all,0,96,6148,916.0,0.833,-442.6,-0.13,0.604,-499.6,2/8,0.69,False
2,0.5,3,4,0,0.5,bsl,all,1,48,2675,399.0,0.859,-158.4,-0.12,0.614,-204.1,1/8,0.68,False
2,0.5,3,4,0,0.5,bsl,all,1,96,3362,501.0,0.891,-151.5,-0.11,0.618,-204.9,2/8,0.69,False
2,0.5,3,4,0,0.5,bsl,kz,0,48,2714,405.0,0.839,-186.7,-0.12,0.608,-236.1,1/8,0.68,False
2,0.5,3,4,0,0.5,bsl,kz,0,96,3335,497.0,0.852,-209.9,-0.12,0.607,-265.2,2/8,0.69,False
2,0.5,3,4,0,0.5,bsl,kz,1,48,1509,225.0,0.91,-55.4,-0.09,0.626,-97.0,2/8,0.69,False
2,0.5,3,4,0,0.5,bsl,kz,1,96,1857,277.0,0.936,-48.3,-0.08,0.629,-95.5,3/8,0.7,False
2,0.5,3,4,0,0.5,2R,all,0,48,4938,736.0,1.066,217.4,0.17,0.383,-190.9,5/8,2.0,False
2,0.5,3,4,0,0.5,2R,all,0,96,6148,916.0,1.087,353.4,0.26,0.388,-201.2,5/8,2.0,False
2,0.5,3,4,0,0.5,2R,all,1,48,2675,399.0,1.074,132.5,0.14,0.387,-143.6,5/8,2.0,False
2,0.5,3,4,0,0.5,2R,all,1,96,3362,501.0,1.117,258.2,0.33,0.396,-116.3,5/8,2.0,False
2,0.5,3,4,0,0.5,2R,kz,0,48,2714,405.0,1.136,240.9,0.3,0.399,-121.6,6/8,2.0,False
2,0.5,3,4,0,0.5,2R,kz,0,96,3335,497.0,1.143,309.8,0.35,0.4,-133.2,5/8,2.0,False
2,0.5,3,4,0,0.5,2R,kz,1,48,1509,225.0,1.178,172.7,0.28,0.412,-93.2,6/8,2.0,False
2,0.5,3,4,0,0.5,2R,kz,1,96,1857,277.0,1.182,216.9,0.34,0.411,-94.9,6/8,2.0,False
2,0.5,3,4,0,0.5,3R,all,0,48,4938,736.0,1.176,640.0,0.75,0.322,-126.6,5/8,3.0,False
2,0.5,3,4,0,0.5,3R,all,0,96,6148,916.0,1.194,868.1,0.87,0.326,-148.4,6/8,3.0,False
2,0.5,3,4,0,0.5,3R,all,1,48,2675,399.0,1.173,340.8,0.31,0.323,-162.3,6/8,3.0,False
2,0.5,3,4,0,0.5,3R,all,1,96,3362,501.0,1.203,497.2,0.53,0.329,-140.5,6/8,3.0,False
2,0.5,3,4,0,0.5,3R,kz,0,48,2714,405.0,1.241,473.6,0.6,0.333,-117.2,6/8,3.0,False
2,0.5,3,4,0,0.5,3R,kz,0,96,3335,497.0,1.243,581.8,0.73,0.334,-119.5,6/8,3.0,False
2,0.5,3,4,0,0.5,3R,kz,1,48,1509,225.0,1.253,275.7,0.35,0.339,-117.3,6/8,3.0,False
2,0.5,3,4,0,0.5,3R,kz,1,96,1857,277.0,1.232,311.2,0.36,0.335,-128.7,6/8,3.0,False
2,0.5,3,4,1,0.05,bsl,all,0,48,4025,600.0,0.879,-250.5,-0.11,0.543,-331.0,3/8,0.95,False
2,0.5,3,4,1,0.05,bsl,all,0,96,5060,754.0,0.907,-237.0,-0.1,0.549,-343.6,3/8,0.96,False
2,0.5,3,4,1,0.05,bsl,all,1,48,2235,333.0,0.944,-61.7,-0.07,0.561,-130.6,3/8,0.96,False
2,0.5,3,4,1,0.05,bsl,all,1,96,2817,420.0,0.979,-29.3,-0.04,0.568,-108.5,3/8,0.96,False
2,0.5,3,4,1,0.05,bsl,kz,0,48,2222,331.0,0.888,-127.1,-0.1,0.546,-186.6,2/8,0.96,False
2,0.5,3,4,1,0.05,bsl,kz,0,96,2768,413.0,0.913,-120.5,-0.08,0.551,-211.4,3/8,0.96,False
2,0.5,3,4,1,0.05,bsl,kz,1,48,1274,190.0,0.97,-18.7,-0.04,0.569,-62.5,4/8,0.96,False
2,0.5,3,4,1,0.05,bsl,kz,1,96,1573,235.0,1.009,7.1,0.02,0.577,-56.7,5/8,0.96,False
2,0.5,3,4,1,0.05,2R,all,0,48,4025,600.0,1.073,200.7,0.22,0.394,-133.1,6/8,2.0,False
2,0.5,3,4,1,0.05,2R,all,0,96,5060,754.0,1.103,350.0,0.35,0.4,-150.1,5/8,2.0,False
2,0.5,3,4,1,0.05,2R,all,1,48,2235,333.0,1.087,131.0,0.21,0.398,-94.9,6/8,2.0,False
2,0.5,3,4,1,0.05,2R,all,1,96,2817,420.0,1.132,247.1,0.44,0.407,-84.0,6/8,2.0,False
2,0.5,3,4,1,0.05,2R,kz,0,48,2222,331.0,1.138,204.1,0.29,0.41,-105.0,5/8,2.0,False
2,0.5,3,4,1,0.05,2R,kz,0,96,2768,413.0,1.157,286.8,0.41,0.413,-103.1,6/8,2.0,False
2,0.5,3,4,1,0.05,2R,kz,1,48,1274,190.0,1.169,140.6,0.35,0.419,-60.6,5/8,2.0,False
2,0.5,3,4,1,0.05,2R,kz,1,96,1573,235.0,1.19,193.8,0.55,0.422,-52.6,6/8,2.0,False
2,0.5,3,4,1,0.05,3R,all,0,48,4025,600.0,1.197,598.5,0.7,0.328,-126.8,6/8,3.0,False
2,0.5,3,4,1,0.05,3R,all,0,96,5060,754.0,1.225,849.2,1.29,0.334,-98.0,6/8,3.0,False
2,0.5,3,4,1,0.05,3R,all,1,48,2235,333.0,1.197,332.0,0.36,0.329,-136.0,6/8,3.0,False
2,0.5,3,4,1,0.05,3R,all,1,96,2817,420.0,1.248,516.5,0.68,0.339,-113.4,6/8,3.0,False
2,0.5,3,4,1,0.05,3R,kz,0,48,2222,331.0,1.284,466.6,0.54,0.344,-129.8,6/8,3.0,False
2,0.5,3,4,1,0.05,3R,kz,0,96,2768,413.0,1.303,611.2,0.83,0.348,-110.1,7/8,3.0,False
2,0.5,3,4,1,0.05,3R,kz,1,48,1274,190.0,1.292,273.7,0.41,0.349,-98.9,5/8,3.0,False
2,0.5,3,4,1,0.05,3R,kz,1,96,1573,235.0,1.314,359.1,0.66,0.352,-81.4,6/8,3.0,False
2,0.5,3,4,1,0.1,bsl,all,0,48,4039,602.0,0.862,-280.9,-0.12,0.547,-350.0,3/8,0.91,False
2,0.5,3,4,1,0.1,bsl,all,0,96,5078,757.0,0.891,-274.1,-0.11,0.553,-366.6,3/8,0.92,False
2,0.5,3,4,1,0.1,bsl,all,1,48,2243,334.0,0.921,-86.3,-0.08,0.564,-151.5,3/8,0.92,False
2,0.5,3,4,1,0.1,bsl,all,1,96,2827,421.0,0.959,-56.0,-0.06,0.571,-129.6,3/8,0.92,False
2,0.5,3,4,1,0.1,bsl,kz,0,48,2228,332.0,0.874,-141.4,-0.11,0.551,-200.7,2/8,0.92,False
2,0.5,3,4,1,0.1,bsl,kz,0,96,2777,414.0,0.899,-138.8,-0.1,0.556,-217.0,3/8,0.92,False
2,0.5,3,4,1,0.1,bsl,kz,1,48,1277,191.0,0.956,-27.0,-0.05,0.574,-73.6,4/8,0.92,False
2,0.5,3,4,1,0.1,bsl,kz,1,96,1578,235.0,0.996,-3.0,-0.01,0.582,-56.6,4/8,0.92,False
2,0.5,3,4,1,0.1,2R,all,0,48,4039,602.0,1.072,197.6,0.23,0.392,-130.7,6/8,2.0,False
2,0.5,3,4,1,0.1,2R,all,0,96,5078,757.0,1.101,343.7,0.35,0.398,-145.2,5/8,2.0,False
2,0.5,3,4,1,0.1,2R,all,1,48,2243,334.0,1.086,129.3,0.2,0.396,-95.7,6/8,2.0,False
2,0.5,3,4,1,0.1,2R,all,1,96,2827,421.0,1.131,245.6,0.43,0.406,-85.6,6/8,2.0,False
2,0.5,3,4,1,0.1,2R,kz,0,48,2228,332.0,1.131,193.5,0.28,0.406,-104.5,5/8,2.0,False
2,0.5,3,4,1,0.1,2R,kz,0,96,2777,414.0,1.149,273.2,0.38,0.409,-106.8,6/8,2.0,False
2,0.5,3,4,1,0.1,2R,kz,1,48,1277,191.0,1.16,134.0,0.31,0.416,-64.6,5/8,2.0,False
2,0.5,3,4,1,0.1,2R,kz,1,96,1578,235.0,1.183,187.4,0.5,0.42,-55.7,6/8,2.0,False
2,0.5,3,4,1,0.1,3R,all,0,48,4039,602.0,1.196,595.3,0.63,0.327,-141.4,6/8,3.0,False
2,0.5,3,4,1,0.1,3R,all,0,96,5078,757.0,1.225,847.4,1.12,0.333,-113.0,6/8,3.0,False
2,0.5,3,4,1,0.1,3R,all,1,48,2243,334.0,1.185,312.7,0.31,0.326,-149.1,6/8,3.0,False
2,0.5,3,4,1,0.1,3R,all,1,96,2827,421.0,1.239,499.7,0.59,0.337,-125.9,6/8,3.0,False
2,0.5,3,4,1,0.1,3R,kz,0,48,2228,332.0,1.281,460.9,0.5,0.342,-136.3,6/8,3.0,False
2,0.5,3,4,1,0.1,3R,kz,0,96,2777,414.0,1.298,603.2,0.79,0.347,-114.3,7/8,3.0,False
2,0.5,3,4,1,0.1,3R,kz,1,48,1277,191.0,1.278,261.5,0.35,0.345,-112.6,5/8,3.0,False
2,0.5,3,4,1,0.1,3R,kz,1,96,1578,235.0,1.303,346.9,0.55,0.349,-94.7,6/8,3.0,False
2,0.5,3,4,1,0.25,bsl,all,0,48,4058,605.0,0.836,-319.5,-0.13,0.565,-365.9,2/8,0.81,False
2,0.5,3,4,1,0.25,bsl,all,0,96,5101,760.0,0.866,-323.2,-0.12,0.57,-386.6,3/8,0.82,False
2,0.5,3,4,1,0.25,bsl,all,1,48,2253,336.0,0.896,-108.6,-0.1,0.581,-156.7,3/8,0.82,False
2,0.5,3,4,1,0.25,bsl,all,1,96,2840,423.0,0.932,-87.3,-0.09,0.588,-142.9,3/8,0.82,False
2,0.5,3,4,1,0.25,bsl,kz,0,48,2237,334.0,0.859,-149.6,-0.11,0.571,-199.4,1/8,0.82,False
2,0.5,3,4,1,0.25,bsl,kz,0,96,2787,415.0,0.884,-151.2,-0.1,0.575,-217.5,3/8,0.82,False
2,0.5,3,4,1,0.25,bsl,kz,1,48,1281,191.0,0.944,-32.0,-0.07,0.595,-72.8,2/8,0.82,False
2,0.5,3,4,1,0.25,bsl,kz,1,96,1583,236.0,0.981,-13.0,-0.03,0.601,-62.8,4/8,0.82,False
2,0.5,3,4,1,0.25,2R,all,0,48,4058,605.0,1.071,195.5,0.2,0.388,-149.3,5/8,2.0,False
2,0.5,3,4,1,0.25,2R,all,0,96,5101,760.0,1.101,343.9,0.33,0.394,-154.7,5/8,2.0,False
2,0.5,3,4,1,0.25,2R,all,1,48,2253,336.0,1.106,158.1,0.26,0.397,-91.5,6/8,2.0,False
2,0.5,3,4,1,0.25,2R,all,1,96,2840,423.0,1.147,273.6,0.56,0.405,-73.3,6/8,2.0,False
2,0.5,3,4,1,0.25,2R,kz,0,48,2237,334.0,1.147,216.5,0.27,0.405,-118.5,5/8,2.0,False
2,0.5,3,4,1,0.25,2R,kz,0,96,2787,415.0,1.168,304.2,0.37,0.409,-121.0,6/8,2.0,False
2,0.5,3,4,1,0.25,2R,kz,1,48,1281,191.0,1.205,168.6,0.4,0.421,-63.7,5/8,2.0,False
2,0.5,3,4,1,0.25,2R,kz,1,96,1583,236.0,1.223,224.7,0.61,0.423,-55.1,6/8,2.0,False
2,0.5,3,4,1,0.25,3R,all,0,48,4058,605.0,1.163,494.1,0.55,0.32,-134.1,6/8,3.0,False
2,0.5,3,4,1,0.25,3R,all,0,96,5101,760.0,1.199,748.5,1.0,0.328,-111.4,6/8,3.0,False
2,0.5,3,4,1,0.25,3R,all,1,48,2253,336.0,1.175,294.6,0.3,0.323,-146.6,6/8,3.0,False
2,0.5,3,4,1,0.25,3R,all,1,96,2840,423.0,1.223,465.7,0.56,0.332,-123.2,6/8,3.0,False
2,0.5,3,4,1,0.25,3R,kz,0,48,2237,334.0,1.252,413.1,0.5,0.336,-124.2,6/8,3.0,False
2,0.5,3,4,1,0.25,3R,kz,0,96,2787,415.0,1.269,544.6,0.73,0.34,-110.5,6/8,3.0,False
2,0.5,3,4,1,0.25,3R,kz,1,48,1281,191.0,1.284,264.2,0.38,0.343,-105.1,5/8,3.0,False
2,0.5,3,4,1,0.25,3R,kz,1,96,1583,236.0,1.287,327.4,0.5,0.344,-98.3,6/8,3.0,False
2,0.5,3,4,1,0.5,bsl,all,0,48,4087,609.0,0.829,-302.8,-0.13,0.599,-335.2,1/8,0.69,False
2,0.5,3,4,1,0.5,bsl,all,0,96,5136,765.0,0.847,-338.5,-0.13,0.6,-381.7,2/8,0.7,False
2,0.5,3,4,1,0.5,bsl,all,1,48,2270,338.0,0.883,-111.9,-0.11,0.613,-150.4,2/8,0.69,False
2,0.5,3,4,1,0.5,bsl,all,1,96,2860,426.0,0.91,-107.4,-0.11,0.617,-151.0,3/8,0.7,False
2,0.5,3,4,1,0.5,bsl,kz,0,48,2254,336.0,0.858,-136.7,-0.11,0.606,-181.3,1/8,0.7,False
2,0.5,3,4,1,0.5,bsl,kz,0,96,2808,419.0,0.87,-156.1,-0.11,0.605,-211.6,3/8,0.71,False
2,0.5,3,4,1,0.5,bsl,kz,1,48,1292,193.0,0.931,-36.1,-0.08,0.625,-68.9,2/8,0.7,False
2,0.5,3,4,1,0.5,bsl,kz,1,96,1595,238.0,0.958,-27.3,-0.06,0.629,-71.8,4/8,0.71,False
2,0.5,3,4,1,0.5,2R,all,0,48,4087,609.0,1.082,222.9,0.24,0.386,-140.2,5/8,2.0,False
2,0.5,3,4,1,0.5,2R,all,0,96,5136,765.0,1.105,353.9,0.35,0.391,-152.0,5/8,2.0,False
2,0.5,3,4,1,0.5,2R,all,1,48,2270,338.0,1.097,144.5,0.19,0.391,-115.9,5/8,2.0,False
2,0.5,3,4,1,0.5,2R,all,1,96,2860,426.0,1.14,259.8,0.4,0.4,-96.9,6/8,2.0,False
2,0.5,3,4,1,0.5,2R,kz,0,48,2254,336.0,1.165,240.4,0.32,0.405,-111.1,6/8,2.0,False
2,0.5,3,4,1,0.5,2R,kz,0,96,2808,419.0,1.174,313.9,0.4,0.406,-116.8,6/8,2.0,False
2,0.5,3,4,1,0.5,2R,kz,1,48,1292,193.0,1.197,162.4,0.31,0.416,-77.0,5/8,2.0,False
2,0.5,3,4,1,0.5,2R,kz,1,96,1595,238.0,1.209,210.9,0.41,0.417,-76.8,6/8,2.0,False
2,0.5,3,4,1,0.5,3R,all,0,48,4087,609.0,1.191,567.0,0.65,0.325,-129.7,6/8,3.0,False
2,0.5,3,4,1,0.5,3R,all,0,96,5136,765.0,1.211,777.8,0.9,0.331,-128.4,5/8,3.0,False
2,0.5,3,4,1,0.5,3R,all,1,48,2270,338.0,1.183,302.7,0.3,0.326,-152.5,6/8,3.0,False
2,0.5,3,4,1,0.5,3R,all,1,96,2860,426.0,1.211,435.7,0.45,0.332,-142.8,6/8,3.0,False
2,0.5,3,4,1,0.5,3R,kz,0,48,2254,336.0,1.28,449.8,0.58,0.341,-116.4,6/8,3.0,False
2,0.5,3,4,1,0.5,3R,kz,0,96,2808,419.0,1.282,560.1,0.73,0.343,-115.1,6/8,3.0,False
2,0.5,3,4,1,0.5,3R,kz,1,48,1292,193.0,1.27,249.2,0.36,0.344,-103.0,6/8,3.0,False
2,0.5,3,4,1,0.5,3R,kz,1,96,1595,238.0,1.252,286.8,0.38,0.34,-113.3,6/8,3.0,False
2,0.5,3,5,0,0.05,bsl,all,0,48,3625,540.0,0.88,-223.5,-0.11,0.542,-294.6,3/8,0.96,False
2,0.5,3,5,0,0.05,bsl,all,0,96,4571,681.0,0.906,-217.3,-0.1,0.547,-314.6,3/8,0.96,False
2,0.5,3,5,0,0.05,bsl,all,1,48,2018,301.0,0.937,-63.1,-0.08,0.557,-119.8,3/8,0.96,False
2,0.5,3,5,0,0.05,bsl,all,1,96,2546,380.0,0.969,-37.9,-0.05,0.564,-106.1,3/8,0.96,False
2,0.5,3,5,0,0.05,bsl,kz,0,48,2007,299.0,0.877,-127.2,-0.11,0.542,-178.0,1/8,0.96,False
2,0.5,3,5,0,0.05,bsl,kz,0,96,2511,374.0,0.898,-129.9,-0.1,0.545,-202.9,2/8,0.96,False
2,0.5,3,5,0,0.05,bsl,kz,1,48,1152,172.0,0.951,-27.9,-0.07,0.562,-64.0,4/8,0.96,False
2,0.5,3,5,0,0.05,bsl,kz,1,96,1424,212.0,0.988,-8.5,-0.02,0.57,-55.9,4/8,0.96,False
2,0.5,3,5,0,0.05,2R,all,0,48,3625,540.0,1.066,162.0,0.19,0.391,-124.4,6/8,2.0,False
2,0.5,3,5,0,0.05,2R,all,0,96,4571,681.0,1.088,272.0,0.27,0.396,-152.1,5/8,2.0,False
2,0.5,3,5,0,0.05,2R,all,1,48,2018,301.0,1.07,96.0,0.15,0.394,-93.9,6/8,2.0,False
2,0.5,3,5,0,0.05,2R,all,1,96,2546,380.0,1.109,184.9,0.33,0.401,-83.3,6/8,2.0,False
2,0.5,3,5,0,0.05,2R,kz,0,48,2007,299.0,1.111,149.7,0.23,0.403,-96.7,5/8,2.0,False
2,0.5,3,5,0,0.05,2R,kz,0,96,2511,374.0,1.128,213.5,0.33,0.406,-97.7,6/8,2.0,False
2,0.5,3,5,0,0.05,2R,kz,1,48,1152,172.0,1.139,105.7,0.27,0.412,-58.6,5/8,2.0,False
2,0.5,3,5,0,0.05,2R,kz,1,96,1424,212.0,1.155,144.5,0.43,0.414,-50.1,6/8,2.0,False
2,0.5,3,5,0,0.05,3R,all,0,48,3625,540.0,1.181,495.5,0.62,0.325,-118.4,6/8,3.0,False
2,0.5,3,5,0,0.05,3R,all,0,96,4571,681.0,1.201,688.5,1.1,0.33,-93.4,6/8,3.0,False
2,0.5,3,5,0,0.05,3R,all,1,48,2018,301.0,1.181,275.6,0.33,0.326,-125.1,6/8,3.0,False
2,0.5,3,5,0,0.05,3R,all,1,96,2546,380.0,1.224,422.9,0.66,0.335,-95.6,6/8,3.0,False
2,0.5,3,5,0,0.05,3R,kz,0,48,2007,299.0,1.247,368.2,0.43,0.338,-128.4,6/8,3.0,False
2,0.5,3,5,0,0.05,3R,kz,0,96,2511,374.0,1.26,480.0,0.66,0.341,-107.7,7/8,3.0,False
2,0.5,3,5,0,0.05,3R,kz,1,48,1152,172.0,1.254,216.8,0.34,0.342,-95.5,5/8,3.0,False
2,0.5,3,5,0,0.05,3R,kz,1,96,1424,212.0,1.269,280.8,0.58,0.345,-72.5,5/8,3.0,False
2,0.5,3,5,0,0.1,bsl,all,0,48,3638,542.0,0.864,-251.2,-0.12,0.546,-313.4,3/8,0.92,False
2,0.5,3,5,0,0.1,bsl,all,0,96,4587,684.0,0.891,-248.6,-0.11,0.552,-333.2,3/8,0.92,False
2,0.5,3,5,0,0.1,bsl,all,1,48,2025,302.0,0.914,-85.9,-0.09,0.56,-139.9,3/8,0.92,False
2,0.5,3,5,0,0.1,bsl,all,1,96,2554,381.0,0.951,-60.5,-0.07,0.567,-124.0,3/8,0.92,False
2,0.5,3,5,0,0.1,bsl,kz,0,48,2013,300.0,0.864,-139.1,-0.11,0.546,-188.4,1/8,0.92,False
2,0.5,3,5,0,0.1,bsl,kz,0,96,2519,376.0,0.886,-143.6,-0.1,0.55,-204.7,2/8,0.92,False
2,0.5,3,5,0,0.1,bsl,kz,1,48,1155,172.0,0.937,-35.5,-0.07,0.567,-73.3,4/8,0.92,False
2,0.5,3,5,0,0.1,bsl,kz,1,96,1428,213.0,0.976,-15.9,-0.04,0.575,-58.2,4/8,0.92,False
2,0.5,3,5,0,0.1,2R,all,0,48,3638,542.0,1.061,150.5,0.18,0.389,-122.0,6/8,2.0,False
2,0.5,3,5,0,0.1,2R,all,0,96,4587,684.0,1.086,267.0,0.28,0.394,-142.6,5/8,2.0,False
2,0.5,3,5,0,0.1,2R,all,1,48,2025,302.0,1.066,90.4,0.14,0.392,-95.2,6/8,2.0,False
2,0.5,3,5,0,0.1,2R,all,1,96,2554,381.0,1.109,186.3,0.33,0.401,-84.1,6/8,2.0,False
2,0.5,3,5,0,0.1,2R,kz,0,48,2013,300.0,1.102,137.4,0.21,0.399,-96.7,5/8,2.0,False
