cfg_id,lb,hold_h,ext,sl_buf,session,regime,direction,ptp,n,net_R,PF,MAR,WR_pct,pos_years,dollar_pnl,error
lb3_h2_ext1.0_sl0.1_london_bull_long_ptpnone,3,2,1.0,0.1,london,bull,long,,3427,43.1,1.026,0.019,44.41,11/21,3236.0,
lb3_h2_ext1.0_sl0.1_london_bull_long_ptp1.0,3,2,1.0,0.1,london,bull,long,1.0,3427,813.7,1.603,1.85,53.92,20/21,61024.0,
lb3_h2_ext1.0_sl0.1_london_bull_long_ptp2.0,3,2,1.0,0.1,london,bull,long,2.0,3427,696.2,1.452,1.129,47.27,20/21,52215.0,
lb3_h2_ext1.0_sl0.1_london_bull_short_ptpnone,3,2,1.0,0.1,london,bull,short,,3528,53.7,1.032,0.022,42.15,13/21,4028.0,
lb3_h2_ext1.0_sl0.1_london_bull_short_ptp1.0,3,2,1.0,0.1,london,bull,short,1.0,3528,866.3,1.622,1.583,51.47,20/21,64972.0,
lb3_h2_ext1.0_sl0.1_london_bull_short_ptp2.0,3,2,1.0,0.1,london,bull,short,2.0,3528,784.1,1.49,1.164,44.56,19/21,58810.0,
lb3_h2_ext1.0_sl0.1_london_bear_long_ptpnone,3,2,1.0,0.1,london,bear,long,,1726,-4.7,0.994,-0.002,42.24,12/18,-356.0,
lb3_h2_ext1.0_sl0.1_london_bear_long_ptp1.0,3,2,1.0,0.1,london,bear,long,1.0,1726,367.0,1.528,0.755,50.75,16/18,27522.0,
lb3_h2_ext1.0_sl0.1_london_bear_long_ptp2.0,3,2,1.0,0.1,london,bear,long,2.0,1726,309.5,1.393,0.561,44.15,14/18,23210.0,
lb3_h2_ext1.0_sl0.1_london_bear_short_ptpnone,3,2,1.0,0.1,london,bear,short,,1637,32.2,1.043,0.022,45.39,7/18,2415.0,
lb3_h2_ext1.0_sl0.1_london_bear_short_ptp1.0,3,2,1.0,0.1,london,bear,short,1.0,1637,410.2,1.674,0.945,54.43,15/18,30766.0,
lb3_h2_ext1.0_sl0.1_london_bear_short_ptp2.0,3,2,1.0,0.1,london,bear,short,2.0,1637,344.1,1.486,0.544,48.14,13/18,25804.0,
lb3_h2_ext1.0_sl0.1_london_bull_strong_long_ptpnone,3,2,1.0,0.1,london,bull_strong,long,,3158,31.1,1.02,0.011,44.14,9/20,2331.0,
lb3_h2_ext1.0_sl0.1_london_bull_strong_long_ptp1.0,3,2,1.0,0.1,london,bull_strong,long,1.0,3158,748.2,1.598,1.542,53.83,19/20,56117.0,
lb3_h2_ext1.0_sl0.1_london_bull_strong_long_ptp2.0,3,2,1.0,0.1,london,bull_strong,long,2.0,3158,621.6,1.434,1.008,46.99,18/20,46620.0,
lb3_h2_ext1.0_sl0.1_london_bull_strong_short_ptpnone,3,2,1.0,0.1,london,bull_strong,short,,3260,57.1,1.037,0.03,42.12,13/21,4286.0,
lb3_h2_ext1.0_sl0.1_london_bull_strong_short_ptp1.0,3,2,1.0,0.1,london,bull_strong,short,1.0,3260,807.5,1.629,1.475,51.5,21/21,60565.0,
lb3_h2_ext1.0_sl0.1_london_bull_strong_short_ptp2.0,3,2,1.0,0.1,london,bull_strong,short,2.0,3260,735.7,1.498,1.092,44.54,19/21,55181.0,
lb3_h2_ext1.0_sl0.1_london_bear_strong_long_ptpnone,3,2,1.0,0.1,london,bear_strong,long,,1398,-3.4,0.995,-0.002,42.35,10/14,-255.0,
lb3_h2_ext1.0_sl0.1_london_bear_strong_long_ptp1.0,3,2,1.0,0.1,london,bear_strong,long,1.0,1398,293.6,1.518,0.718,50.64,12/14,22023.0,
lb3_h2_ext1.0_sl0.1_london_bear_strong_long_ptp2.0,3,2,1.0,0.1,london,bear_strong,long,2.0,1398,251.2,1.394,0.455,44.42,12/14,18842.0,
lb3_h2_ext1.0_sl0.1_london_bear_strong_short_ptpnone,3,2,1.0,0.1,london,bear_strong,short,,1297,31.8,1.055,0.027,45.49,7/14,2382.0,
lb3_h2_ext1.0_sl0.1_london_bear_strong_short_ptp1.0,3,2,1.0,0.1,london,bear_strong,short,1.0,1297,325.1,1.687,0.67,54.51,11/14,24380.0,
lb3_h2_ext1.0_sl0.1_london_bear_strong_short_ptp2.0,3,2,1.0,0.1,london,bear_strong,short,2.0,1297,275.6,1.501,0.341,48.11,11/14,20669.0,
lb3_h2_ext1.0_sl0.1_ny_any_long_ptpnone,3,2,1.0,0.1,ny,any,long,,5178,-0.9,1.0,-0.0,45.56,10/21,-71.0,
lb3_h2_ext1.0_sl0.1_ny_any_long_ptp1.0,3,2,1.0,0.1,ny,any,long,1.0,5178,861.3,1.516,1.666,51.7,20/21,64596.0,
lb3_h2_ext1.0_sl0.1_ny_any_long_ptp2.0,3,2,1.0,0.1,ny,any,long,2.0,5178,613.4,1.329,0.941,47.03,20/21,46001.0,
lb3_h2_ext1.0_sl0.1_ny_any_short_ptpnone,3,2,1.0,0.1,ny,any,short,,5395,-332.7,0.848,-0.047,41.04,4/21,-24954.0,
lb3_h2_ext1.0_sl0.1_ny_any_short_ptp1.0,3,2,1.0,0.1,ny,any,short,1.0,5395,541.4,1.283,1.08,47.15,20/21,40602.0,
lb3_h2_ext1.0_sl0.1_ny_any_short_ptp2.0,3,2,1.0,0.1,ny,any,short,2.0,5395,324.0,1.153,0.392,42.47,17/21,24298.0,
lb3_h2_ext1.0_sl0.1_ny_bull_long_ptpnone,3,2,1.0,0.1,ny,bull,long,,3391,61.3,1.049,0.04,46.92,11/21,4594.0,
lb3_h2_ext1.0_sl0.1_ny_bull_long_ptp1.0,3,2,1.0,0.1,ny,bull,long,1.0,3391,625.4,1.581,1.456,53.14,17/21,46908.0,
lb3_h2_ext1.0_sl0.1_ny_bull_long_ptp2.0,3,2,1.0,0.1,ny,bull,long,2.0,3391,464.5,1.386,0.744,48.48,17/21,34840.0,
lb3_h2_ext1.0_sl0.1_ny_bull_short_ptpnone,3,2,1.0,0.1,ny,bull,short,,3691,-270.3,0.822,-0.048,39.61,4/21,-20274.0,
lb3_h2_ext1.0_sl0.1_ny_bull_short_ptp1.0,3,2,1.0,0.1,ny,bull,short,1.0,3691,336.2,1.254,0.634,46.17,19/21,25218.0,
lb3_h2_ext1.0_sl0.1_ny_bull_short_ptp2.0,3,2,1.0,0.1,ny,bull,short,2.0,3691,193.8,1.132,0.259,41.18,15/21,14531.0,
lb3_h2_ext1.0_sl0.1_ny_bear_long_ptpnone,3,2,1.0,0.1,ny,bear,long,,1785,-61.2,0.91,-0.035,43.03,10/18,-4590.0,
lb3_h2_ext1.0_sl0.1_ny_bear_long_ptp1.0,3,2,1.0,0.1,ny,bear,long,1.0,1785,236.3,1.399,0.457,48.96,15/18,17726.0,
lb3_h2_ext1.0_sl0.1_ny_bear_long_ptp2.0,3,2,1.0,0.1,ny,bear,long,2.0,1785,148.8,1.226,0.21,44.26,14/18,11162.0,
lb3_h2_ext1.0_sl0.1_ny_bear_short_ptpnone,3,2,1.0,0.1,ny,bear,short,,1704,-62.4,0.907,-0.035,44.13,5/18,-4679.0,
lb3_h2_ext1.0_sl0.1_ny_bear_short_ptp1.0,3,2,1.0,0.1,ny,bear,short,1.0,1704,205.1,1.35,0.485,49.3,12/18,15384.0,
lb3_h2_ext1.0_sl0.1_ny_bear_short_ptp2.0,3,2,1.0,0.1,ny,bear,short,2.0,1704,130.2,1.201,0.151,45.25,10/18,9767.0,
lb3_h2_ext1.0_sl0.1_ny_bull_strong_long_ptpnone,3,2,1.0,0.1,ny,bull_strong,long,,3148,69.0,1.059,0.047,47.2,12/20,5174.0,
lb3_h2_ext1.0_sl0.1_ny_bull_strong_long_ptp1.0,3,2,1.0,0.1,ny,bull_strong,long,1.0,3148,593.1,1.592,0.973,53.27,16/20,44479.0,
lb3_h2_ext1.0_sl0.1_ny_bull_strong_long_ptp2.0,3,2,1.0,0.1,ny,bull_strong,long,2.0,3148,440.7,1.396,0.589,48.76,16/20,33055.0,
lb3_h2_ext1.0_sl0.1_ny_bull_strong_short_ptpnone,3,2,1.0,0.1,ny,bull_strong,short,,3419,-249.8,0.824,-0.048,39.63,4/21,-18733.0,
lb3_h2_ext1.0_sl0.1_ny_bull_strong_short_ptp1.0,3,2,1.0,0.1,ny,bull_strong,short,1.0,3419,313.4,1.255,0.649,46.33,19/21,23508.0,
lb3_h2_ext1.0_sl0.1_ny_bull_strong_short_ptp2.0,3,2,1.0,0.1,ny,bull_strong,short,2.0,3419,183.3,1.134,0.268,41.24,14/21,13747.0,
lb3_h2_ext1.0_sl0.1_ny_bear_strong_long_ptpnone,3,2,1.0,0.1,ny,bear_strong,long,,1418,-47.7,0.911,-0.033,43.02,7/14,-3577.0,
lb3_h2_ext1.0_sl0.1_ny_bear_strong_long_ptp1.0,3,2,1.0,0.1,ny,bear_strong,long,1.0,1418,187.0,1.407,0.362,48.87,12/14,14022.0,
lb3_h2_ext1.0_sl0.1_ny_bear_strong_long_ptp2.0,3,2,1.0,0.1,ny,bear_strong,long,2.0,1418,114.3,1.223,0.161,44.36,9/14,8573.0,
lb3_h2_ext1.0_sl0.1_ny_bear_strong_short_ptpnone,3,2,1.0,0.1,ny,bear_strong,short,,1356,-40.2,0.923,-0.029,44.32,5/14,-3018.0,
lb3_h2_ext1.0_sl0.1_ny_bear_strong_short_ptp1.0,3,2,1.0,0.1,ny,bear_strong,short,1.0,1356,176.9,1.385,0.5,49.19,11/14,13270.0,
lb3_h2_ext1.0_sl0.1_ny_bear_strong_short_ptp2.0,3,2,1.0,0.1,ny,bear_strong,short,2.0,1356,118.6,1.234,0.158,45.35,9/14,8892.0,
lb3_h2_ext1.0_sl0.1_london_ny_any_long_ptpnone,3,2,1.0,0.1,london_ny,any,long,,8101,-59.3,0.983,-0.012,44.53,8/21,-4446.0,
lb3_h2_ext1.0_sl0.1_london_ny_any_long_ptp1.0,3,2,1.0,0.1,london_ny,any,long,1.0,8101,1467.1,1.504,3.194,51.81,21/21,110036.0,
lb3_h2_ext1.0_sl0.1_london_ny_any_long_ptp2.0,3,2,1.0,0.1,london_ny,any,long,2.0,8101,1126.5,1.344,1.496,46.39,21/21,84491.0,
lb3_h2_ext1.0_sl0.1_london_ny_any_short_ptpnone,3,2,1.0,0.1,london_ny,any,short,,8216,-328.5,0.909,-0.042,41.67,10/21,-24639.0,
lb3_h2_ext1.0_sl0.1_london_ny_any_short_ptp1.0,3,2,1.0,0.1,london_ny,any,short,1.0,8216,1239.6,1.404,1.959,49.01,21/21,92972.0,
lb3_h2_ext1.0_sl0.1_london_ny_any_short_ptp2.0,3,2,1.0,0.1,london_ny,any,short,2.0,8216,935.3,1.27,0.997,43.56,20/21,70144.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_long_ptpnone,3,2,1.0,0.1,london_ny,bull,long,,5357,-2.4,0.999,-0.001,45.25,11/21,-183.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_long_ptp1.0,3,2,1.0,0.1,london_ny,bull,long,1.0,5357,1006.9,1.526,1.94,52.75,20/21,75515.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_long_ptp2.0,3,2,1.0,0.1,london_ny,bull,long,2.0,5357,783.2,1.364,0.895,47.27,19/21,58741.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_short_ptpnone,3,2,1.0,0.1,london_ny,bull,short,,5623,-231.5,0.907,-0.042,40.85,8/21,-17360.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_short_ptp1.0,3,2,1.0,0.1,london_ny,bull,short,1.0,5623,845.5,1.397,1.565,48.35,21/21,63415.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_short_ptp2.0,3,2,1.0,0.1,london_ny,bull,short,2.0,5623,655.0,1.273,0.743,42.74,20/21,49126.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_long_ptpnone,3,2,1.0,0.1,london_ny,bear,long,,2742,-55.8,0.952,-0.019,43.14,11/18,-4188.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_long_ptp1.0,3,2,1.0,0.1,london_ny,bear,long,1.0,2742,460.8,1.462,1.068,49.96,15/18,34559.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_long_ptp2.0,3,2,1.0,0.1,london_ny,bear,long,2.0,2742,343.3,1.307,0.404,44.68,14/18,25750.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_short_ptpnone,3,2,1.0,0.1,london_ny,bear,short,,2593,-97.0,0.913,-0.031,43.46,5/18,-7279.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_short_ptp1.0,3,2,1.0,0.1,london_ny,bear,short,1.0,2593,394.1,1.418,0.623,50.44,14/18,29558.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_short_ptp2.0,3,2,1.0,0.1,london_ny,bear,short,2.0,2593,280.2,1.262,0.284,45.35,9/18,21019.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_strong_long_ptpnone,3,2,1.0,0.1,london_ny,bull_strong,long,,4948,7.6,1.004,0.002,45.29,9/20,573.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_strong_long_ptp1.0,3,2,1.0,0.1,london_ny,bull_strong,long,1.0,4948,943.0,1.532,1.817,52.77,18/20,70727.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_strong_long_ptp2.0,3,2,1.0,0.1,london_ny,bull_strong,long,2.0,4948,722.8,1.363,0.826,47.31,17/20,54208.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_strong_short_ptpnone,3,2,1.0,0.1,london_ny,bull_strong,short,,5200,-210.5,0.909,-0.043,40.79,8/21,-15787.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_strong_short_ptp1.0,3,2,1.0,0.1,london_ny,bull_strong,short,1.0,5200,783.2,1.397,1.45,48.35,21/21,58743.0,
lb3_h2_ext1.0_sl0.1_london_ny_bull_strong_short_ptp2.0,3,2,1.0,0.1,london_ny,bull_strong,short,2.0,5200,611.2,1.275,0.693,42.67,20/21,45837.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_strong_long_ptpnone,3,2,1.0,0.1,london_ny,bear_strong,long,,2203,-38.2,0.959,-0.017,43.12,10/14,-2862.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_strong_long_ptp1.0,3,2,1.0,0.1,london_ny,bear_strong,long,1.0,2203,373.9,1.471,0.867,49.93,13/14,28040.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_strong_long_ptp2.0,3,2,1.0,0.1,london_ny,bear_strong,long,2.0,2203,281.2,1.316,0.331,44.8,11/14,21087.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_strong_short_ptpnone,3,2,1.0,0.1,london_ny,bear_strong,short,,2063,-71.7,0.919,-0.031,43.48,7/14,-5375.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_strong_short_ptp1.0,3,2,1.0,0.1,london_ny,bear_strong,short,1.0,2063,319.6,1.431,0.459,50.46,11/14,23967.0,
lb3_h2_ext1.0_sl0.1_london_ny_bear_strong_short_ptp2.0,3,2,1.0,0.1,london_ny,bear_strong,short,2.0,2063,228.6,1.272,0.195,45.32,9/14,17145.0,
lb3_h2_ext1.618_sl0.02_all_any_long_ptpnone,3,2,1.618,0.02,all,any,long,,13000,105.1,1.016,0.015,42.56,11/21,7881.0,
lb3_h2_ext1.618_sl0.02_all_any_long_ptp1.0,3,2,1.618,0.02,all,any,long,1.0,13000,3189.1,1.609,3.224,52.33,21/21,239179.0,
lb3_h2_ext1.618_sl0.02_all_any_long_ptp2.0,3,2,1.618,0.02,all,any,long,2.0,13000,2760.4,1.448,1.909,45.91,21/21,207027.0,
lb3_h2_ext1.618_sl0.02_all_any_short_ptpnone,3,2,1.618,0.02,all,any,short,,13060,-288.5,0.958,-0.037,40.02,8/21,-21640.0,
lb3_h2_ext1.618_sl0.02_all_any_short_ptp1.0,3,2,1.618,0.02,all,any,short,1.0,13060,2705.6,1.499,4.081,49.9,21/21,202922.0,
lb3_h2_ext1.618_sl0.02_all_any_short_ptp2.0,3,2,1.618,0.02,all,any,short,2.0,13060,2379.7,1.374,2.588,43.19,21/21,178477.0,
lb3_h2_ext1.618_sl0.02_all_bull_long_ptpnone,3,2,1.618,0.02,all,bull,long,,8597,179.9,1.041,0.044,43.32,13/21,13491.0,
lb3_h2_ext1.618_sl0.02_all_bull_long_ptp1.0,3,2,1.618,0.02,all,bull,long,1.0,8597,2184.5,1.634,1.957,52.97,20/21,163836.0,
lb3_h2_ext1.618_sl0.02_all_bull_long_ptp2.0,3,2,1.618,0.02,all,bull,long,2.0,8597,1921.1,1.477,1.23,46.7,19/21,144083.0,
lb3_h2_ext1.618_sl0.02_all_bull_short_ptpnone,3,2,1.618,0.02,all,bull,short,,8832,-188.7,0.959,-0.034,39.48,9/21,-14154.0,
lb3_h2_ext1.618_sl0.02_all_bull_short_ptp1.0,3,2,1.618,0.02,all,bull,short,1.0,8832,1854.4,1.506,3.273,49.74,21/21,139081.0,
lb3_h2_ext1.618_sl0.02_all_bull_short_ptp2.0,3,2,1.618,0.02,all,bull,short,2.0,8832,1649.2,1.385,2.125,42.76,21/21,123687.0,
lb3_h2_ext1.618_sl0.02_all_bear_long_ptpnone,3,2,1.618,0.02,all,bear,long,,4406,-74.2,0.968,-0.018,41.13,11/18,-5564.0,
lb3_h2_ext1.618_sl0.02_all_bear_long_ptp1.0,3,2,1.618,0.02,all,bear,long,1.0,4406,1004.6,1.561,1.605,51.09,15/18,75349.0,
lb3_h2_ext1.618_sl0.02_all_bear_long_ptp2.0,3,2,1.618,0.02,all,bear,long,2.0,4406,838.9,1.393,0.964,44.37,16/18,62915.0,
lb3_h2_ext1.618_sl0.02_all_bear_short_ptpnone,3,2,1.618,0.02,all,bear,short,,4233,-105.9,0.952,-0.027,41.11,8/18,-7942.0,
lb3_h2_ext1.618_sl0.02_all_bear_short_ptp1.0,3,2,1.618,0.02,all,bear,short,1.0,4233,846.6,1.479,1.277,50.2,16/18,63496.0,
lb3_h2_ext1.618_sl0.02_all_bear_short_ptp2.0,3,2,1.618,0.02,all,bear,short,2.0,4233,724.4,1.348,0.865,44.03,14/18,54333.0,
lb3_h2_ext1.618_sl0.02_all_bull_strong_long_ptpnone,3,2,1.618,0.02,all,bull_strong,long,,7927,180.3,1.045,0.041,43.36,12/21,13524.0,
lb3_h2_ext1.618_sl0.02_all_bull_strong_long_ptp1.0,3,2,1.618,0.02,all,bull_strong,long,1.0,7927,2041.8,1.642,1.829,53.12,18/21,153131.0,
lb3_h2_ext1.618_sl0.02_all_bull_strong_long_ptp2.0,3,2,1.618,0.02,all,bull_strong,long,2.0,7927,1798.9,1.484,1.152,46.87,18/21,134914.0,
lb3_h2_ext1.618_sl0.02_all_bull_strong_short_ptpnone,3,2,1.618,0.02,all,bull_strong,short,,8162,-150.9,0.964,-0.027,39.45,10/21,-11318.0,
lb3_h2_ext1.618_sl0.02_all_bull_strong_short_ptp1.0,3,2,1.618,0.02,all,bull_strong,short,1.0,8162,1715.3,1.504,3.028,49.64,21/21,128644.0,
lb3_h2_ext1.618_sl0.02_all_bull_strong_short_ptp2.0,3,2,1.618,0.02,all,bull_strong,short,2.0,8162,1556.9,1.394,2.006,42.78,21/21,116770.0,
lb3_h2_ext1.618_sl0.02_all_bear_strong_long_ptpnone,3,2,1.618,0.02,all,bear_strong,long,,3532,-57.4,0.969,-0.019,41.05,8/14,-4306.0,
lb3_h2_ext1.618_sl0.02_all_bear_strong_long_ptp1.0,3,2,1.618,0.02,all,bear_strong,long,1.0,3532,832.1,1.585,1.657,51.1,12/14,62411.0,
lb3_h2_ext1.618_sl0.02_all_bear_strong_long_ptp2.0,3,2,1.618,0.02,all,bear_strong,long,2.0,3532,670.1,1.391,0.982,44.37,12/14,50261.0,
lb3_h2_ext1.618_sl0.02_all_bear_strong_short_ptpnone,3,2,1.618,0.02,all,bear_strong,short,,3392,-75.4,0.957,-0.025,40.95,6/14,-5652.0,
lb3_h2_ext1.618_sl0.02_all_bear_strong_short_ptp1.0,3,2,1.618,0.02,all,bear_strong,short,1.0,3392,682.0,1.485,1.029,50.18,13/14,51147.0,
lb3_h2_ext1.618_sl0.02_all_bear_strong_short_ptp2.0,3,2,1.618,0.02,all,bear_strong,short,2.0,3392,589.5,1.357,0.704,43.96,11/14,44210.0,
lb3_h2_ext1.618_sl0.02_london_any_long_ptpnone,3,2,1.618,0.02,london,any,long,,5153,368.8,1.135,0.133,42.17,15/21,27661.0,
lb3_h2_ext1.618_sl0.02_london_any_long_ptp1.0,3,2,1.618,0.02,london,any,long,1.0,5153,1685.9,1.792,3.216,53.81,21/21,126445.0,
lb3_h2_ext1.618_sl0.02_london_any_long_ptp2.0,3,2,1.618,0.02,london,any,long,2.0,5153,1551.6,1.615,2.043,46.23,21/21,116368.0,
lb3_h2_ext1.618_sl0.02_london_any_short_ptpnone,3,2,1.618,0.02,london,any,short,,5166,472.5,1.176,0.225,42.02,16/21,35441.0,
lb3_h2_ext1.618_sl0.02_london_any_short_ptp1.0,3,2,1.618,0.02,london,any,short,1.0,5166,1785.1,1.854,3.042,54.08,21/21,133885.0,
lb3_h2_ext1.618_sl0.02_london_any_short_ptp2.0,3,2,1.618,0.02,london,any,short,2.0,5166,1775.0,1.714,2.643,45.97,21/21,133128.0,
lb3_h2_ext1.618_sl0.02_london_bull_long_ptpnone,3,2,1.618,0.02,london,bull,long,,3426,298.5,1.165,0.235,43.05,14/21,22388.0,
lb3_h2_ext1.618_sl0.02_london_bull_long_ptp1.0,3,2,1.618,0.02,london,bull,long,1.0,3426,1179.0,1.838,2.729,54.87,20/21,88423.0,
lb3_h2_ext1.618_sl0.02_london_bull_long_ptp2.0,3,2,1.618,0.02,london,bull,long,2.0,3426,1080.6,1.647,1.712,47.14,20/21,81048.0,
lb3_h2_ext1.618_sl0.02_london_bull_short_ptpnone,3,2,1.618,0.02,london,bull,short,,3527,309.1,1.166,0.22,40.91,17/21,23180.0,
lb3_h2_ext1.618_sl0.02_london_bull_short_ptp1.0,3,2,1.618,0.02,london,bull,short,1.0,3527,1216.8,1.838,2.081,53.3,20/21,91259.0,
lb3_h2_ext1.618_sl0.02_london_bull_short_ptp2.0,3,2,1.618,0.02,london,bull,short,2.0,3527,1215.2,1.702,1.816,44.74,20/21,91140.0,
lb3_h2_ext1.618_sl0.02_london_bear_long_ptpnone,3,2,1.618,0.02,london,bear,long,,1727,70.3,1.076,0.033,40.42,12/18,5273.0,
lb3_h2_ext1.618_sl0.02_london_bear_long_ptp1.0,3,2,1.618,0.02,london,bear,long,1.0,1727,507.0,1.701,0.987,51.71,16/18,38022.0,
lb3_h2_ext1.618_sl0.02_london_bear_long_ptp2.0,3,2,1.618,0.02,london,bear,long,2.0,1727,470.9,1.552,0.757,44.41,16/18,35319.0,
lb3_h2_ext1.618_sl0.02_london_bear_short_ptpnone,3,2,1.618,0.02,london,bear,short,,1639,163.5,1.198,0.125,44.42,10/18,12261.0,
lb3_h2_ext1.618_sl0.02_london_bear_short_ptp1.0,3,2,1.618,0.02,london,bear,short,1.0,1639,568.3,1.891,1.32,55.77,15/18,42626.0,
lb3_h2_ext1.618_sl0.02_london_bear_short_ptp2.0,3,2,1.618,0.02,london,bear,short,2.0,1639,559.8,1.739,0.974,48.63,14/18,41988.0,
lb3_h2_ext1.618_sl0.02_london_bull_strong_long_ptpnone,3,2,1.618,0.02,london,bull_strong,long,,3157,265.9,1.158,0.189,42.7,13/20,19942.0,
lb3_h2_ext1.618_sl0.02_london_bull_strong_long_ptp1.0,3,2,1.618,0.02,london,bull_strong,long,1.0,3157,1084.0,1.833,2.509,54.86,19/20,81299.0,
lb3_h2_ext1.618_sl0.02_london_bull_strong_long_ptp2.0,3,2,1.618,0.02,london,bull_strong,long,2.0,3157,987.3,1.638,1.564,46.94,19/20,74049.0,
lb3_h2_ext1.618_sl0.02_london_bull_strong_short_ptpnone,3,2,1.618,0.02,london,bull_strong,short,,3259,290.3,1.168,0.207,40.81,17/21,21774.0,
lb3_h2_ext1.618_sl0.02_london_bull_strong_short_ptp1.0,3,2,1.618,0.02,london,bull_strong,short,1.0,3259,1130.8,1.842,1.934,53.18,21/21,84808.0,
lb3_h2_ext1.618_sl0.02_london_bull_strong_short_ptp2.0,3,2,1.618,0.02,london,bull_strong,short,2.0,3259,1128.5,1.706,1.687,44.68,20/21,84637.0,
lb3_h2_ext1.618_sl0.02_london_bear_strong_long_ptpnone,3,2,1.618,0.02,london,bear_strong,long,,1399,77.6,1.104,0.045,40.81,10/14,5823.0,
lb3_h2_ext1.618_sl0.02_london_bear_strong_long_ptp1.0,3,2,1.618,0.02,london,bear_strong,long,1.0,1399,433.6,1.744,0.93,51.89,12/14,32516.0,
lb3_h2_ext1.618_sl0.02_london_bear_strong_long_ptp2.0,3,2,1.618,0.02,london,bear_strong,long,2.0,1399,398.5,1.579,0.723,44.89,12/14,29891.0,
lb3_h2_ext1.618_sl0.02_london_bear_strong_short_ptpnone,3,2,1.618,0.02,london,bear_strong,short,,1299,139.1,1.218,0.108,44.73,8/14,10433.0,
lb3_h2_ext1.618_sl0.02_london_bear_strong_short_ptp1.0,3,2,1.618,0.02,london,bear_strong,short,1.0,1299,453.1,1.912,0.935,56.2,12/14,33983.0,
lb3_h2_ext1.618_sl0.02_london_bear_strong_short_ptp2.0,3,2,1.618,0.02,london,bear_strong,short,2.0,1299,451.9,1.772,0.597,48.88,12/14,33895.0,
lb3_h2_ext1.618_sl0.02_ny_any_long_ptpnone,3,2,1.618,0.02,ny,any,long,,5178,163.3,1.074,0.069,44.5,12/21,12246.0,
lb3_h2_ext1.618_sl0.02_ny_any_long_ptp1.0,3,2,1.618,0.02,ny,any,long,1.0,5178,1205.9,1.674,2.85,52.74,21/21,90441.0,
lb3_h2_ext1.618_sl0.02_ny_any_long_ptp2.0,3,2,1.618,0.02,ny,any,long,2.0,5178,950.0,1.458,1.435,46.81,20/21,71249.0,
lb3_h2_ext1.618_sl0.02_ny_any_short_ptpnone,3,2,1.618,0.02,ny,any,short,,5395,-161.7,0.934,-0.038,40.15,8/21,-12130.0,
lb3_h2_ext1.618_sl0.02_ny_any_short_ptp1.0,3,2,1.618,0.02,ny,any,short,1.0,5395,877.4,1.429,1.755,48.6,21/21,65803.0,
lb3_h2_ext1.618_sl0.02_ny_any_short_ptp2.0,3,2,1.618,0.02,ny,any,short,2.0,5395,697.2,1.298,0.994,42.65,20/21,52287.0,
lb3_h2_ext1.618_sl0.02_ny_bull_long_ptpnone,3,2,1.618,0.02,ny,bull,long,,3391,198.5,1.14,0.129,45.97,14/21,14884.0,
lb3_h2_ext1.618_sl0.02_ny_bull_long_ptp1.0,3,2,1.618,0.02,ny,bull,long,1.0,3391,873.2,1.758,1.832,54.35,19/21,65489.0,
lb3_h2_ext1.618_sl0.02_ny_bull_long_ptp2.0,3,2,1.618,0.02,ny,bull,long,2.0,3391,713.5,1.534,1.232,48.22,17/21,53509.0,
lb3_h2_ext1.618_sl0.02_ny_bull_short_ptpnone,3,2,1.618,0.02,ny,bull,short,,3689,-184.8,0.892,-0.042,38.68,7/21,-13859.0,
lb3_h2_ext1.618_sl0.02_ny_bull_short_ptp1.0,3,2,1.618,0.02,ny,bull,short,1.0,3689,543.6,1.383,1.092,47.9,21/21,40772.0,
lb3_h2_ext1.618_sl0.02_ny_bull_short_ptp2.0,3,2,1.618,0.02,ny,bull,short,2.0,3689,415.6,1.256,0.595,41.42,20/21,31169.0,
lb3_h2_ext1.618_sl0.02_ny_bear_long_ptpnone,3,2,1.618,0.02,ny,bear,long,,1785,-33.9,0.957,-0.02,41.74,11/18,-2543.0,
lb3_h2_ext1.618_sl0.02_ny_bear_long_ptp1.0,3,2,1.618,0.02,ny,bear,long,1.0,1785,333.5,1.524,0.788,49.69,16/18,25009.0,
