rule,k,ote,sl_buf,tp_mode,sweep_lb,need_conf,use_idm,h4_trend,session,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,2,0.5,0.05,2R,10,4,1,1,all,"(1, -1)",7298,1088,0.884,-609.8,-0.11,0.387,-791.3,2/8,1.82,False
15min,2,0.5,0.05,2R,10,4,1,1,kz,"(1,)",2202,329,0.946,-83.3,-0.06,0.402,-205.2,2/8,1.82,False
15min,2,0.5,0.05,2R,10,4,1,1,kz,"(-1,)",1611,241,0.862,-160.9,-0.13,0.381,-182.5,1/8,1.81,False
15min,2,0.5,0.05,2R,10,4,1,1,kz,"(1, -1)",3813,569,0.91,-244.3,-0.1,0.393,-364.0,2/8,1.82,False
15min,2,0.5,0.05,2R,10,5,0,0,all,"(1,)",4988,743,0.982,-63.2,-0.04,0.4,-250.1,3/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,0,all,"(-1,)",5169,771,0.832,-634.8,-0.15,0.362,-648.0,0/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,0,all,"(1, -1)",10157,1514,0.903,-697.9,-0.14,0.381,-753.6,1/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,0,kz,"(1,)",2495,372,0.985,-25.3,-0.03,0.4,-147.7,4/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,0,kz,"(-1,)",2599,388,0.837,-309.8,-0.14,0.362,-327.1,1/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,0,kz,"(1, -1)",5094,759,0.907,-335.2,-0.14,0.381,-369.9,1/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,1,all,"(1,)",2627,392,0.997,-4.5,-0.0,0.402,-185.8,4/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,1,all,"(-1,)",1887,283,0.8,-281.5,-0.14,0.352,-297.7,1/8,1.86,False
15min,2,0.5,0.05,2R,10,5,0,1,all,"(1, -1)",4514,673,0.91,-286.0,-0.1,0.381,-427.1,2/8,1.86,False
15min,2,0.5,0.05,2R,10,5,0,1,kz,"(1,)",1371,205,0.991,-8.4,-0.01,0.399,-109.2,3/8,1.86,False
15min,2,0.5,0.05,2R,10,5,0,1,kz,"(-1,)",951,143,0.896,-70.7,-0.11,0.375,-99.0,3/8,1.85,False
15min,2,0.5,0.05,2R,10,5,0,1,kz,"(1, -1)",2322,347,0.951,-79.1,-0.07,0.389,-170.7,3/8,1.86,False
15min,2,0.5,0.05,2R,10,5,1,0,all,"(1,)",4988,743,0.982,-63.2,-0.04,0.4,-250.1,3/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,0,all,"(-1,)",5169,771,0.832,-634.8,-0.15,0.362,-648.0,0/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,0,all,"(1, -1)",10157,1514,0.903,-697.9,-0.14,0.381,-753.6,1/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,0,kz,"(1,)",2495,372,0.985,-25.3,-0.03,0.4,-147.7,4/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,0,kz,"(-1,)",2599,388,0.837,-309.8,-0.14,0.362,-327.1,1/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,0,kz,"(1, -1)",5094,759,0.907,-335.2,-0.14,0.381,-369.9,1/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,1,all,"(1,)",2627,392,0.997,-4.5,-0.0,0.402,-185.8,4/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,1,all,"(-1,)",1887,283,0.8,-281.5,-0.14,0.352,-297.7,1/8,1.86,False
15min,2,0.5,0.05,2R,10,5,1,1,all,"(1, -1)",4514,673,0.91,-286.0,-0.1,0.381,-427.1,2/8,1.86,False
15min,2,0.5,0.05,2R,10,5,1,1,kz,"(1,)",1371,205,0.991,-8.4,-0.01,0.399,-109.2,3/8,1.86,False
15min,2,0.5,0.05,2R,10,5,1,1,kz,"(-1,)",951,143,0.896,-70.7,-0.11,0.375,-99.0,3/8,1.85,False
15min,2,0.5,0.05,2R,10,5,1,1,kz,"(1, -1)",2322,347,0.951,-79.1,-0.07,0.389,-170.7,3/8,1.86,False
15min,2,0.5,0.05,3R,3,3,0,0,all,"(1,)",7243,1079,1.023,131.9,0.05,0.324,-435.1,5/8,2.75,False
15min,2,0.5,0.05,3R,3,3,0,0,all,"(-1,)",7816,1165,0.893,-689.7,-0.14,0.299,-750.5,0/8,2.74,False
15min,2,0.5,0.05,3R,3,3,0,0,all,"(1, -1)",15059,2244,0.954,-557.8,-0.09,0.311,-914.0,3/8,2.74,False
15min,2,0.5,0.05,3R,3,3,0,0,kz,"(1,)",3714,554,1.023,66.9,0.04,0.322,-239.4,3/8,2.75,False
15min,2,0.5,0.05,3R,3,3,0,0,kz,"(-1,)",4043,603,0.93,-232.4,-0.12,0.305,-291.8,3/8,2.73,False
15min,2,0.5,0.05,3R,3,3,0,0,kz,"(1, -1)",7757,1156,0.974,-165.5,-0.05,0.313,-490.7,3/8,2.74,False
15min,2,0.5,0.05,3R,3,3,0,1,all,"(1,)",3805,567,1.049,144.7,0.09,0.328,-250.5,5/8,2.76,False
15min,2,0.5,0.05,3R,3,3,0,1,all,"(-1,)",2845,426,0.861,-331.1,-0.13,0.287,-389.1,1/8,2.75,False
15min,2,0.5,0.05,3R,3,3,0,1,all,"(1, -1)",6650,992,0.965,-186.4,-0.05,0.311,-554.3,3/8,2.75,False
15min,2,0.5,0.05,3R,3,3,0,1,kz,"(1,)",2030,303,1.039,63.0,0.05,0.325,-184.8,5/8,2.76,False
15min,2,0.5,0.05,3R,3,3,0,1,kz,"(-1,)",1508,226,0.947,-64.6,-0.07,0.306,-144.2,3/8,2.74,False
15min,2,0.5,0.05,3R,3,3,0,1,kz,"(1, -1)",3538,528,0.999,-1.6,-0.0,0.317,-271.1,3/8,2.75,False
15min,2,0.5,0.05,3R,3,3,1,0,all,"(1,)",7243,1079,1.023,131.9,0.05,0.324,-435.1,5/8,2.75,False
15min,2,0.5,0.05,3R,3,3,1,0,all,"(-1,)",7816,1165,0.893,-689.7,-0.14,0.299,-750.5,0/8,2.74,False
15min,2,0.5,0.05,3R,3,3,1,0,all,"(1, -1)",15059,2244,0.954,-557.8,-0.09,0.311,-914.0,3/8,2.74,False
15min,2,0.5,0.05,3R,3,3,1,0,kz,"(1,)",3714,554,1.023,66.9,0.04,0.322,-239.4,3/8,2.75,False
15min,2,0.5,0.05,3R,3,3,1,0,kz,"(-1,)",4043,603,0.93,-232.4,-0.12,0.305,-291.8,3/8,2.73,False
15min,2,0.5,0.05,3R,3,3,1,0,kz,"(1, -1)",7757,1156,0.974,-165.5,-0.05,0.313,-490.7,3/8,2.74,False
15min,2,0.5,0.05,3R,3,3,1,1,all,"(1,)",3805,567,1.049,144.7,0.09,0.328,-250.5,5/8,2.76,False
15min,2,0.5,0.05,3R,3,3,1,1,all,"(-1,)",2845,426,0.861,-331.1,-0.13,0.287,-389.1,1/8,2.75,False
15min,2,0.5,0.05,3R,3,3,1,1,all,"(1, -1)",6650,992,0.965,-186.4,-0.05,0.311,-554.3,3/8,2.75,False
15min,2,0.5,0.05,3R,3,3,1,1,kz,"(1,)",2030,303,1.039,63.0,0.05,0.325,-184.8,5/8,2.76,False
15min,2,0.5,0.05,3R,3,3,1,1,kz,"(-1,)",1508,226,0.947,-64.6,-0.07,0.306,-144.2,3/8,2.74,False
15min,2,0.5,0.05,3R,3,3,1,1,kz,"(1, -1)",3538,528,0.999,-1.6,-0.0,0.317,-271.1,3/8,2.75,False
15min,2,0.5,0.05,3R,3,4,0,0,all,"(1,)",6619,986,1.014,76.0,0.03,0.32,-386.8,5/8,2.76,False
15min,2,0.5,0.05,3R,3,4,0,0,all,"(-1,)",7058,1052,0.893,-622.4,-0.13,0.297,-689.0,0/8,2.75,False
15min,2,0.5,0.05,3R,3,4,0,0,all,"(1, -1)",13677,2038,0.951,-546.4,-0.1,0.308,-847.2,2/8,2.75,False
15min,2,0.5,0.05,3R,3,4,0,0,kz,"(1,)",3367,502,1.006,15.3,0.01,0.316,-226.4,4/8,2.76,False
15min,2,0.5,0.05,3R,3,4,0,0,kz,"(-1,)",3656,545,0.918,-246.3,-0.13,0.301,-280.8,1/8,2.74,False
15min,2,0.5,0.05,3R,3,4,0,0,kz,"(1, -1)",7023,1047,0.959,-231.0,-0.07,0.308,-468.9,3/8,2.75,False
15min,2,0.5,0.05,3R,3,4,0,1,all,"(1,)",3460,516,1.049,132.6,0.1,0.326,-204.2,4/8,2.77,False
15min,2,0.5,0.05,3R,3,4,0,1,all,"(-1,)",2565,384,0.872,-273.1,-0.11,0.288,-363.7,2/8,2.76,False
15min,2,0.5,0.05,3R,3,4,0,1,all,"(1, -1)",6025,898,0.971,-140.6,-0.04,0.31,-505.6,4/8,2.76,False
15min,2,0.5,0.05,3R,3,4,0,1,kz,"(1,)",1850,276,1.03,44.4,0.04,0.321,-176.6,5/8,2.76,False
15min,2,0.5,0.05,3R,3,4,0,1,kz,"(-1,)",1353,203,0.948,-56.5,-0.06,0.304,-140.0,3/8,2.75,False
15min,2,0.5,0.05,3R,3,4,0,1,kz,"(1, -1)",3203,478,0.995,-12.2,-0.01,0.314,-258.3,4/8,2.76,False
15min,2,0.5,0.05,3R,3,4,1,0,all,"(1,)",6619,986,1.014,76.0,0.03,0.32,-386.8,5/8,2.76,False
15min,2,0.5,0.05,3R,3,4,1,0,all,"(-1,)",7058,1052,0.893,-622.4,-0.13,0.297,-689.0,0/8,2.75,False
15min,2,0.5,0.05,3R,3,4,1,0,all,"(1, -1)",13677,2038,0.951,-546.4,-0.1,0.308,-847.2,2/8,2.75,False
15min,2,0.5,0.05,3R,3,4,1,0,kz,"(1,)",3367,502,1.006,15.3,0.01,0.316,-226.4,4/8,2.76,False
15min,2,0.5,0.05,3R,3,4,1,0,kz,"(-1,)",3656,545,0.918,-246.3,-0.13,0.301,-280.8,1/8,2.74,False
15min,2,0.5,0.05,3R,3,4,1,0,kz,"(1, -1)",7023,1047,0.959,-231.0,-0.07,0.308,-468.9,3/8,2.75,False
15min,2,0.5,0.05,3R,3,4,1,1,all,"(1,)",3460,516,1.049,132.6,0.1,0.326,-204.2,4/8,2.77,False
15min,2,0.5,0.05,3R,3,4,1,1,all,"(-1,)",2565,384,0.872,-273.1,-0.11,0.288,-363.7,2/8,2.76,False
15min,2,0.5,0.05,3R,3,4,1,1,all,"(1, -1)",6025,898,0.971,-140.6,-0.04,0.31,-505.6,4/8,2.76,False
15min,2,0.5,0.05,3R,3,4,1,1,kz,"(1,)",1850,276,1.03,44.4,0.04,0.321,-176.6,5/8,2.76,False
15min,2,0.5,0.05,3R,3,4,1,1,kz,"(-1,)",1353,203,0.948,-56.5,-0.06,0.304,-140.0,3/8,2.75,False
15min,2,0.5,0.05,3R,3,4,1,1,kz,"(1, -1)",3203,478,0.995,-12.2,-0.01,0.314,-258.3,4/8,2.76,False
15min,2,0.5,0.05,3R,3,5,0,0,all,"(1,)",4177,622,1.08,259.3,0.22,0.323,-176.0,6/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,0,all,"(-1,)",4277,638,0.875,-438.3,-0.14,0.283,-471.3,1/8,2.8,False
15min,2,0.5,0.05,3R,3,5,0,0,all,"(1, -1)",8454,1260,0.973,-179.0,-0.06,0.303,-446.5,3/8,2.8,False
15min,2,0.5,0.05,3R,3,5,0,0,kz,"(1,)",2086,311,1.077,125.2,0.16,0.32,-115.2,6/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,0,kz,"(-1,)",2180,325,0.871,-230.8,-0.13,0.278,-258.5,1/8,2.8,False
15min,2,0.5,0.05,3R,3,5,0,0,kz,"(1, -1)",4266,636,0.969,-105.6,-0.06,0.299,-263.6,2/8,2.8,False
15min,2,0.5,0.05,3R,3,5,0,1,all,"(1,)",2235,333,1.087,149.0,0.14,0.324,-164.4,5/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,1,all,"(-1,)",1561,234,0.848,-197.5,-0.11,0.274,-267.2,1/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,1,all,"(1, -1)",3796,566,0.984,-48.5,-0.02,0.304,-355.8,4/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,1,kz,"(1,)",1175,176,1.066,60.4,0.07,0.317,-130.4,6/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,1,kz,"(-1,)",810,121,0.953,-30.3,-0.04,0.294,-112.1,3/8,2.81,False
15min,2,0.5,0.05,3R,3,5,0,1,kz,"(1, -1)",1985,297,1.019,30.1,0.02,0.308,-188.1,4/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,0,all,"(1,)",4177,622,1.08,259.3,0.22,0.323,-176.0,6/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,0,all,"(-1,)",4277,638,0.875,-438.3,-0.14,0.283,-471.3,1/8,2.8,False
15min,2,0.5,0.05,3R,3,5,1,0,all,"(1, -1)",8454,1260,0.973,-179.0,-0.06,0.303,-446.5,3/8,2.8,False
15min,2,0.5,0.05,3R,3,5,1,0,kz,"(1,)",2086,311,1.077,125.2,0.16,0.32,-115.2,6/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,0,kz,"(-1,)",2180,325,0.871,-230.8,-0.13,0.278,-258.5,1/8,2.8,False
15min,2,0.5,0.05,3R,3,5,1,0,kz,"(1, -1)",4266,636,0.969,-105.6,-0.06,0.299,-263.6,2/8,2.8,False
15min,2,0.5,0.05,3R,3,5,1,1,all,"(1,)",2235,333,1.087,149.0,0.14,0.324,-164.4,5/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,1,all,"(-1,)",1561,234,0.848,-197.5,-0.11,0.274,-267.2,1/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,1,all,"(1, -1)",3796,566,0.984,-48.5,-0.02,0.304,-355.8,4/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,1,kz,"(1,)",1175,176,1.066,60.4,0.07,0.317,-130.4,6/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,1,kz,"(-1,)",810,121,0.953,-30.3,-0.04,0.294,-112.1,3/8,2.81,False
15min,2,0.5,0.05,3R,3,5,1,1,kz,"(1, -1)",1985,297,1.019,30.1,0.02,0.308,-188.1,4/8,2.81,False
15min,2,0.5,0.05,3R,6,3,0,0,all,"(1,)",8307,1238,1.028,181.6,0.06,0.325,-436.0,4/8,2.75,False
15min,2,0.5,0.05,3R,6,3,0,0,all,"(-1,)",8923,1330,0.897,-761.0,-0.13,0.3,-860.7,1/8,2.74,False
15min,2,0.5,0.05,3R,6,3,0,0,all,"(1, -1)",17230,2568,0.958,-579.4,-0.09,0.312,-959.0,2/8,2.74,False
15min,2,0.5,0.05,3R,6,3,0,0,kz,"(1,)",4227,630,1.034,112.3,0.07,0.324,-241.7,4/8,2.75,False
15min,2,0.5,0.05,3R,6,3,0,0,kz,"(-1,)",4551,678,0.919,-302.9,-0.13,0.303,-359.6,2/8,2.73,False
15min,2,0.5,0.05,3R,6,3,0,0,kz,"(1, -1)",8778,1308,0.973,-190.5,-0.05,0.313,-525.7,3/8,2.74,False
15min,2,0.5,0.05,3R,6,3,0,1,all,"(1,)",4316,644,1.056,190.0,0.11,0.33,-246.7,4/8,2.76,False
15min,2,0.5,0.05,3R,6,3,0,1,all,"(-1,)",3235,485,0.857,-387.2,-0.13,0.287,-462.4,1/8,2.75,False
15min,2,0.5,0.05,3R,6,3,0,1,all,"(1, -1)",7551,1126,0.968,-197.3,-0.05,0.311,-617.2,3/8,2.75,False
15min,2,0.5,0.05,3R,6,3,0,1,kz,"(1,)",2295,343,1.07,124.7,0.1,0.331,-194.9,5/8,2.76,False
15min,2,0.5,0.05,3R,6,3,0,1,kz,"(-1,)",1674,251,0.942,-79.0,-0.07,0.305,-169.7,3/8,2.74,False
15min,2,0.5,0.05,3R,6,3,0,1,kz,"(1, -1)",3969,592,1.014,45.6,0.02,0.32,-295.1,5/8,2.75,False
15min,2,0.5,0.05,3R,6,3,1,0,all,"(1,)",8307,1238,1.028,181.6,0.06,0.325,-436.0,4/8,2.75,False
15min,2,0.5,0.05,3R,6,3,1,0,all,"(-1,)",8923,1330,0.897,-761.0,-0.13,0.3,-860.7,1/8,2.74,False
15min,2,0.5,0.05,3R,6,3,1,0,all,"(1, -1)",17230,2568,0.958,-579.4,-0.09,0.312,-959.0,2/8,2.74,False
15min,2,0.5,0.05,3R,6,3,1,0,kz,"(1,)",4227,630,1.034,112.3,0.07,0.324,-241.7,4/8,2.75,False
15min,2,0.5,0.05,3R,6,3,1,0,kz,"(-1,)",4551,678,0.919,-302.9,-0.13,0.303,-359.6,2/8,2.73,False
15min,2,0.5,0.05,3R,6,3,1,0,kz,"(1, -1)",8778,1308,0.973,-190.5,-0.05,0.313,-525.7,3/8,2.74,False
15min,2,0.5,0.05,3R,6,3,1,1,all,"(1,)",4316,644,1.056,190.0,0.11,0.33,-246.7,4/8,2.76,False
15min,2,0.5,0.05,3R,6,3,1,1,all,"(-1,)",3235,485,0.857,-387.2,-0.13,0.287,-462.4,1/8,2.75,False
15min,2,0.5,0.05,3R,6,3,1,1,all,"(1, -1)",7551,1126,0.968,-197.3,-0.05,0.311,-617.2,3/8,2.75,False
15min,2,0.5,0.05,3R,6,3,1,1,kz,"(1,)",2295,343,1.07,124.7,0.1,0.331,-194.9,5/8,2.76,False
15min,2,0.5,0.05,3R,6,3,1,1,kz,"(-1,)",1674,251,0.942,-79.0,-0.07,0.305,-169.7,3/8,2.74,False
15min,2,0.5,0.05,3R,6,3,1,1,kz,"(1, -1)",3969,592,1.014,45.6,0.02,0.32,-295.1,5/8,2.75,False
15min,2,0.5,0.05,3R,6,4,0,0,all,"(1,)",7554,1126,1.02,120.0,0.04,0.322,-399.0,5/8,2.76,False
15min,2,0.5,0.05,3R,6,4,0,0,all,"(-1,)",8017,1195,0.891,-723.8,-0.13,0.297,-821.3,1/8,2.75,False
15min,2,0.5,0.05,3R,6,4,0,0,all,"(1, -1)",15571,2320,0.952,-603.9,-0.1,0.309,-942.1,2/8,2.75,False
15min,2,0.5,0.05,3R,6,4,0,0,kz,"(1,)",3809,568,1.014,41.4,0.03,0.318,-240.7,3/8,2.76,False
15min,2,0.5,0.05,3R,6,4,0,0,kz,"(-1,)",4096,611,0.905,-319.2,-0.13,0.298,-362.9,1/8,2.74,False
15min,2,0.5,0.05,3R,6,4,0,0,kz,"(1, -1)",7905,1178,0.957,-277.8,-0.08,0.307,-520.7,3/8,2.75,False
15min,2,0.5,0.05,3R,6,4,0,1,all,"(1,)",3904,582,1.06,184.4,0.13,0.329,-211.0,4/8,2.77,False
15min,2,0.5,0.05,3R,6,4,0,1,all,"(-1,)",2902,435,0.862,-334.5,-0.12,0.287,-433.9,2/8,2.76,False
15min,2,0.5,0.05,3R,6,4,0,1,all,"(1, -1)",6806,1015,0.973,-150.2,-0.04,0.311,-568.5,4/8,2.76,False
15min,2,0.5,0.05,3R,6,4,0,1,kz,"(1,)",2081,311,1.065,105.8,0.08,0.328,-187.3,5/8,2.76,False
15min,2,0.5,0.05,3R,6,4,0,1,kz,"(-1,)",1490,223,0.941,-71.3,-0.07,0.303,-162.6,2/8,2.75,False
15min,2,0.5,0.05,3R,6,4,0,1,kz,"(1, -1)",3571,533,1.012,34.5,0.02,0.318,-272.3,5/8,2.76,False
15min,2,0.5,0.05,3R,6,4,1,0,all,"(1,)",7554,1126,1.02,120.0,0.04,0.322,-399.0,5/8,2.76,False
15min,2,0.5,0.05,3R,6,4,1,0,all,"(-1,)",8017,1195,0.891,-723.8,-0.13,0.297,-821.3,1/8,2.75,False
15min,2,0.5,0.05,3R,6,4,1,0,all,"(1, -1)",15571,2320,0.952,-603.9,-0.1,0.309,-942.1,2/8,2.75,False
15min,2,0.5,0.05,3R,6,4,1,0,kz,"(1,)",3809,568,1.014,41.4,0.03,0.318,-240.7,3/8,2.76,False
15min,2,0.5,0.05,3R,6,4,1,0,kz,"(-1,)",4096,611,0.905,-319.2,-0.13,0.298,-362.9,1/8,2.74,False
15min,2,0.5,0.05,3R,6,4,1,0,kz,"(1, -1)",7905,1178,0.957,-277.8,-0.08,0.307,-520.7,3/8,2.75,False
15min,2,0.5,0.05,3R,6,4,1,1,all,"(1,)",3904,582,1.06,184.4,0.13,0.329,-211.0,4/8,2.77,False
15min,2,0.5,0.05,3R,6,4,1,1,all,"(-1,)",2902,435,0.862,-334.5,-0.12,0.287,-433.9,2/8,2.76,False
15min,2,0.5,0.05,3R,6,4,1,1,all,"(1, -1)",6806,1015,0.973,-150.2,-0.04,0.311,-568.5,4/8,2.76,False
15min,2,0.5,0.05,3R,6,4,1,1,kz,"(1,)",2081,311,1.065,105.8,0.08,0.328,-187.3,5/8,2.76,False
15min,2,0.5,0.05,3R,6,4,1,1,kz,"(-1,)",1490,223,0.941,-71.3,-0.07,0.303,-162.6,2/8,2.75,False
15min,2,0.5,0.05,3R,6,4,1,1,kz,"(1, -1)",3571,533,1.012,34.5,0.02,0.318,-272.3,5/8,2.76,False
15min,2,0.5,0.05,3R,6,5,0,0,all,"(1,)",4723,704,1.093,336.6,0.34,0.326,-146.2,7/8,2.8,False
15min,2,0.5,0.05,3R,6,5,0,0,all,"(-1,)",4811,717,0.865,-535.7,-0.14,0.28,-561.0,1/8,2.8,False
15min,2,0.5,0.05,3R,6,5,0,0,all,"(1, -1)",9534,1421,0.974,-199.2,-0.07,0.303,-447.9,3/8,2.8,False
15min,2,0.5,0.05,3R,6,5,0,0,kz,"(1,)",2342,349,1.083,150.3,0.19,0.322,-119.2,6/8,2.81,False
15min,2,0.5,0.05,3R,6,5,0,0,kz,"(-1,)",2416,360,0.869,-261.3,-0.14,0.278,-284.9,1/8,2.8,False
15min,2,0.5,0.05,3R,6,5,0,0,kz,"(1, -1)",4758,709,0.971,-111.0,-0.06,0.299,-273.5,2/8,2.8,False
15min,2,0.5,0.05,3R,6,5,0,1,all,"(1,)",2496,372,1.106,201.4,0.18,0.329,-170.6,6/8,2.81,False
15min,2,0.5,0.05,3R,6,5,0,1,all,"(-1,)",1752,263,0.819,-265.3,-0.12,0.268,-321.8,1/8,2.81,False
15min,2,0.5,0.05,3R,6,5,0,1,all,"(1, -1)",4248,634,0.981,-63.9,-0.03,0.303,-369.9,4/8,2.81,False
15min,2,0.5,0.05,3R,6,5,0,1,kz,"(1,)",1306,195,1.105,105.1,0.12,0.325,-132.0,6/8,2.81,False
15min,2,0.5,0.05,3R,6,5,0,1,kz,"(-1,)",887,133,0.924,-54.2,-0.06,0.287,-130.6,3/8,2.81,False
15min,2,0.5,0.05,3R,6,5,0,1,kz,"(1, -1)",2193,328,1.03,50.9,0.04,0.31,-203.0,4/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,0,all,"(1,)",4723,704,1.093,336.6,0.34,0.326,-146.2,7/8,2.8,False
15min,2,0.5,0.05,3R,6,5,1,0,all,"(-1,)",4811,717,0.865,-535.7,-0.14,0.28,-561.0,1/8,2.8,False
15min,2,0.5,0.05,3R,6,5,1,0,all,"(1, -1)",9534,1421,0.974,-199.2,-0.07,0.303,-447.9,3/8,2.8,False
15min,2,0.5,0.05,3R,6,5,1,0,kz,"(1,)",2342,349,1.083,150.3,0.19,0.322,-119.2,6/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,0,kz,"(-1,)",2416,360,0.869,-261.3,-0.14,0.278,-284.9,1/8,2.8,False
15min,2,0.5,0.05,3R,6,5,1,0,kz,"(1, -1)",4758,709,0.971,-111.0,-0.06,0.299,-273.5,2/8,2.8,False
15min,2,0.5,0.05,3R,6,5,1,1,all,"(1,)",2496,372,1.106,201.4,0.18,0.329,-170.6,6/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,1,all,"(-1,)",1752,263,0.819,-265.3,-0.12,0.268,-321.8,1/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,1,all,"(1, -1)",4248,634,0.981,-63.9,-0.03,0.303,-369.9,4/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,1,kz,"(1,)",1306,195,1.105,105.1,0.12,0.325,-132.0,6/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,1,kz,"(-1,)",887,133,0.924,-54.2,-0.06,0.287,-130.6,3/8,2.81,False
15min,2,0.5,0.05,3R,6,5,1,1,kz,"(1, -1)",2193,328,1.03,50.9,0.04,0.31,-203.0,4/8,2.81,False
15min,2,0.5,0.05,3R,10,3,0,0,all,"(1,)",8891,1325,1.03,208.2,0.07,0.326,-461.7,5/8,2.75,False
15min,2,0.5,0.05,3R,10,3,0,0,all,"(-1,)",9590,1429,0.901,-784.9,-0.13,0.301,-904.0,1/8,2.73,False
15min,2,0.5,0.05,3R,10,3,0,0,all,"(1, -1)",18481,2753,0.961,-576.6,-0.08,0.313,-1038.0,2/8,2.74,False
15min,2,0.5,0.05,3R,10,3,0,0,kz,"(1,)",4569,681,1.045,162.0,0.1,0.328,-251.7,4/8,2.75,False
15min,2,0.5,0.05,3R,10,3,0,0,kz,"(-1,)",4909,731,0.923,-310.2,-0.13,0.304,-365.5,0/8,2.73,False
15min,2,0.5,0.05,3R,10,3,0,0,kz,"(1, -1)",9478,1412,0.981,-148.2,-0.04,0.315,-525.5,3/8,2.74,False
15min,2,0.5,0.05,3R,10,3,0,1,all,"(1,)",4605,687,1.066,238.8,0.14,0.333,-247.4,4/8,2.75,False
15min,2,0.5,0.05,3R,10,3,0,1,all,"(-1,)",3497,523,0.864,-397.4,-0.12,0.289,-478.5,1/8,2.75,False
15min,2,0.5,0.05,3R,10,3,0,1,all,"(1, -1)",8102,1208,0.976,-158.5,-0.04,0.314,-627.8,3/8,2.75,False
15min,2,0.5,0.05,3R,10,3,0,1,kz,"(1,)",2440,364,1.089,168.5,0.12,0.336,-201.3,5/8,2.75,False
15min,2,0.5,0.05,3R,10,3,0,1,kz,"(-1,)",1803,270,0.956,-63.8,-0.06,0.308,-162.1,3/8,2.74,False
15min,2,0.5,0.05,3R,10,3,0,1,kz,"(1, -1)",4243,633,1.031,104.7,0.06,0.324,-279.4,5/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,0,all,"(1,)",8891,1325,1.03,208.2,0.07,0.326,-461.7,5/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,0,all,"(-1,)",9590,1429,0.901,-784.9,-0.13,0.301,-904.0,1/8,2.73,False
15min,2,0.5,0.05,3R,10,3,1,0,all,"(1, -1)",18481,2753,0.961,-576.6,-0.08,0.313,-1038.0,2/8,2.74,False
15min,2,0.5,0.05,3R,10,3,1,0,kz,"(1,)",4569,681,1.045,162.0,0.1,0.328,-251.7,4/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,0,kz,"(-1,)",4909,731,0.923,-310.2,-0.13,0.304,-365.5,0/8,2.73,False
15min,2,0.5,0.05,3R,10,3,1,0,kz,"(1, -1)",9478,1412,0.981,-148.2,-0.04,0.315,-525.5,3/8,2.74,False
15min,2,0.5,0.05,3R,10,3,1,1,all,"(1,)",4605,687,1.066,238.8,0.14,0.333,-247.4,4/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,1,all,"(-1,)",3497,523,0.864,-397.4,-0.12,0.289,-478.5,1/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,1,all,"(1, -1)",8102,1208,0.976,-158.5,-0.04,0.314,-627.8,3/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,1,kz,"(1,)",2440,364,1.089,168.5,0.12,0.336,-201.3,5/8,2.75,False
15min,2,0.5,0.05,3R,10,3,1,1,kz,"(-1,)",1803,270,0.956,-63.8,-0.06,0.308,-162.1,3/8,2.74,False
