rule,k,vol_mult,use_rsi,h4_trend,sl_buf,tp_mode,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,3,1.2,0,0,0.1,3R,"(1,)",615,92,1.248,101.6,0.37,0.39,-40.6,6/8,2.73,False
1h,3,1.2,0,0,0.1,3R,"(-1,)",586,87,0.814,-83.1,-0.13,0.307,-93.7,2/8,2.71,False
1h,3,1.2,0,0,0.1,3R,"(1, -1)",1201,179,1.022,18.6,0.04,0.35,-62.7,5/8,2.72,False
1h,3,1.2,0,0,0.25,2R,"(1,)",622,93,1.057,21.5,0.07,0.436,-49.0,6/8,1.82,False
1h,3,1.2,0,0,0.25,2R,"(-1,)",594,89,0.754,-101.1,-0.14,0.354,-109.3,2/8,1.8,False
1h,3,1.2,0,0,0.25,2R,"(1, -1)",1216,181,0.899,-79.6,-0.11,0.396,-104.5,5/8,1.81,False
1h,3,1.2,0,0,0.25,3R,"(1,)",622,93,1.225,92.6,0.26,0.389,-52.2,6/8,2.75,False
1h,3,1.2,0,0,0.25,3R,"(-1,)",594,89,0.817,-80.9,-0.13,0.31,-89.3,2/8,2.74,False
1h,3,1.2,0,0,0.25,3R,"(1, -1)",1216,181,1.014,11.7,0.03,0.35,-64.4,5/8,2.74,False
1h,3,1.2,0,0,0.5,2R,"(1,)",638,95,1.091,34.2,0.13,0.439,-38.1,5/8,1.84,False
1h,3,1.2,0,0,0.5,2R,"(-1,)",604,90,0.707,-122.5,-0.14,0.344,-129.8,2/8,1.83,False
1h,3,1.2,0,0,0.5,2R,"(1, -1)",1242,185,0.889,-88.2,-0.13,0.393,-98.8,3/8,1.83,False
1h,3,1.2,0,0,0.5,3R,"(1,)",638,95,1.26,106.4,0.5,0.393,-31.5,6/8,2.78,False
1h,3,1.2,0,0,0.5,3R,"(-1,)",604,90,0.802,-87.3,-0.13,0.308,-97.2,2/8,2.77,False
1h,3,1.2,0,0,0.5,3R,"(1, -1)",1242,185,1.022,19.1,0.06,0.352,-50.3,5/8,2.78,False
1h,3,1.2,0,1,0.1,2R,"(1,)",426,64,1.151,38.1,0.17,0.455,-32.6,7/8,1.82,False
1h,3,1.2,0,1,0.1,2R,"(-1,)",279,42,0.954,-8.1,-0.05,0.405,-26.7,3/8,1.8,False
1h,3,1.2,0,1,0.1,2R,"(1, -1)",705,105,1.07,30.0,0.12,0.435,-37.4,7/8,1.81,False
1h,3,1.2,0,1,0.1,3R,"(1,)",426,64,1.41,111.6,0.56,0.418,-30.0,7/8,2.76,False
1h,3,1.2,0,1,0.1,3R,"(-1,)",279,42,1.054,10.3,0.05,0.362,-32.3,5/8,2.73,False
1h,3,1.2,0,1,0.1,3R,"(1, -1)",705,105,1.263,121.9,0.58,0.396,-31.4,7/8,2.75,False
1h,3,1.2,0,1,0.25,2R,"(1,)",432,65,1.129,33.0,0.16,0.451,-31.5,6/8,1.83,False
1h,3,1.2,0,1,0.25,2R,"(-1,)",282,42,0.979,-3.6,-0.02,0.404,-23.5,3/8,1.82,False
1h,3,1.2,0,1,0.25,2R,"(1, -1)",714,107,1.068,29.4,0.12,0.433,-35.4,6/8,1.83,False
1h,3,1.2,0,1,0.25,3R,"(1,)",432,65,1.364,100.3,0.41,0.412,-36.9,7/8,2.78,False
1h,3,1.2,0,1,0.25,3R,"(-1,)",282,42,0.998,-0.3,-0.0,0.355,-32.1,5/8,2.75,False
1h,3,1.2,0,1,0.25,3R,"(1, -1)",714,107,1.214,100.0,0.35,0.389,-42.8,7/8,2.77,False
1h,3,1.2,0,1,0.5,2R,"(1,)",440,66,1.18,45.4,0.23,0.457,-29.3,7/8,1.86,False
1h,3,1.2,0,1,0.5,2R,"(-1,)",290,44,0.92,-14.4,-0.06,0.4,-33.7,3/8,1.84,False
1h,3,1.2,0,1,0.5,2R,"(1, -1)",730,109,1.072,31.0,0.14,0.434,-33.1,7/8,1.85,False
1h,3,1.2,0,1,0.5,3R,"(1,)",440,66,1.387,106.2,0.48,0.411,-32.7,7/8,2.8,False
1h,3,1.2,0,1,0.5,3R,"(-1,)",290,44,0.966,-6.6,-0.03,0.352,-38.4,4/8,2.78,False
1h,3,1.2,0,1,0.5,3R,"(1, -1)",730,109,1.212,99.6,0.4,0.388,-37.1,7/8,2.8,False
1h,3,1.2,1,0,0.1,2R,"(1,)",562,84,1.093,32.2,0.11,0.441,-45.0,6/8,1.79,False
1h,3,1.2,1,0,0.1,2R,"(-1,)",561,84,0.718,-113.4,-0.14,0.348,-117.4,2/8,1.78,False
1h,3,1.2,1,0,0.1,2R,"(1, -1)",1123,167,0.891,-81.2,-0.12,0.394,-102.7,4/8,1.78,False
1h,3,1.2,1,0,0.1,3R,"(1,)",562,84,1.275,104.5,0.4,0.391,-39.3,6/8,2.72,False
1h,3,1.2,1,0,0.1,3R,"(-1,)",561,84,0.804,-84.5,-0.13,0.305,-94.2,3/8,2.7,False
1h,3,1.2,1,0,0.1,3R,"(1, -1)",1123,167,1.025,20.0,0.05,0.348,-66.1,5/8,2.71,False
1h,3,1.2,1,0,0.25,2R,"(1,)",569,85,1.082,28.7,0.09,0.439,-49.7,5/8,1.81,False
1h,3,1.2,1,0,0.25,2R,"(-1,)",569,85,0.732,-107.0,-0.14,0.348,-112.7,2/8,1.8,False
1h,3,1.2,1,0,0.25,2R,"(1, -1)",1138,170,0.895,-78.3,-0.11,0.394,-104.4,3/8,1.8,False
1h,3,1.2,1,0,0.25,3R,"(1,)",569,85,1.248,95.0,0.27,0.388,-52.8,5/8,2.74,False
1h,3,1.2,1,0,0.25,3R,"(-1,)",569,85,0.802,-85.0,-0.14,0.306,-92.4,2/8,2.73,False
1h,3,1.2,1,0,0.25,3R,"(1, -1)",1138,170,1.012,10.0,0.02,0.347,-65.7,5/8,2.74,False
1h,3,1.2,1,0,0.5,2R,"(1,)",584,87,1.115,39.9,0.16,0.442,-37.6,4/8,1.83,False
1h,3,1.2,1,0,0.5,2R,"(-1,)",579,86,0.685,-128.2,-0.14,0.339,-135.4,2/8,1.82,False
1h,3,1.2,1,0,0.5,2R,"(1, -1)",1163,173,0.883,-88.3,-0.13,0.39,-101.8,4/8,1.83,False
1h,3,1.2,1,0,0.5,3R,"(1,)",584,87,1.308,116.7,0.55,0.397,-31.8,6/8,2.77,False
1h,3,1.2,1,0,0.5,3R,"(-1,)",579,86,0.782,-93.9,-0.14,0.302,-102.5,3/8,2.76,False
1h,3,1.2,1,0,0.5,3R,"(1, -1)",1163,173,1.028,22.8,0.07,0.35,-50.4,5/8,2.77,False
1h,3,1.2,1,1,0.1,2R,"(1,)",378,56,1.195,44.1,0.21,0.463,-31.9,7/8,1.81,False
1h,3,1.2,1,1,0.1,2R,"(-1,)",258,39,0.915,-14.2,-0.08,0.395,-27.6,3/8,1.79,False
1h,3,1.2,1,1,0.1,2R,"(1, -1)",636,95,1.076,29.9,0.11,0.436,-42.5,7/8,1.8,False
1h,3,1.2,1,1,0.1,3R,"(1,)",378,56,1.456,111.9,0.58,0.421,-28.7,7/8,2.74,False
1h,3,1.2,1,1,0.1,3R,"(-1,)",258,39,1.026,4.7,0.02,0.357,-33.6,4/8,2.72,False
1h,3,1.2,1,1,0.1,3R,"(1, -1)",636,95,1.274,116.6,0.53,0.395,-33.1,7/8,2.73,False
1h,3,1.2,1,1,0.25,2R,"(1,)",384,57,1.163,37.6,0.18,0.456,-31.5,7/8,1.83,False
1h,3,1.2,1,1,0.25,2R,"(-1,)",261,39,0.936,-10.5,-0.06,0.395,-25.2,3/8,1.81,False
1h,3,1.2,1,1,0.25,2R,"(1, -1)",645,96,1.068,27.1,0.1,0.431,-41.4,6/8,1.82,False
1h,3,1.2,1,1,0.25,3R,"(1,)",384,57,1.4,100.2,0.41,0.411,-36.3,7/8,2.76,False
1h,3,1.2,1,1,0.25,3R,"(-1,)",261,39,0.975,-4.6,-0.02,0.349,-34.1,4/8,2.74,False
1h,3,1.2,1,1,0.25,3R,"(1, -1)",645,96,1.222,95.6,0.32,0.386,-44.0,7/8,2.76,False
1h,3,1.2,1,1,0.5,2R,"(1,)",391,58,1.217,49.4,0.26,0.46,-28.3,7/8,1.85,False
1h,3,1.2,1,1,0.5,2R,"(-1,)",269,40,0.878,-21.0,-0.09,0.39,-34.1,3/8,1.83,False
1h,3,1.2,1,1,0.5,2R,"(1, -1)",660,99,1.071,28.4,0.11,0.432,-37.9,6/8,1.84,False
1h,3,1.2,1,1,0.5,3R,"(1,)",391,58,1.466,114.9,0.56,0.417,-30.7,6/8,2.79,False
1h,3,1.2,1,1,0.5,3R,"(-1,)",269,40,0.93,-13.1,-0.05,0.342,-37.7,4/8,2.77,False
1h,3,1.2,1,1,0.5,3R,"(1, -1)",660,99,1.235,101.8,0.37,0.386,-41.4,6/8,2.79,False
1h,3,1.5,0,0,0.1,2R,"(1,)",422,63,1.117,28.8,0.15,0.441,-28.2,6/8,1.81,False
1h,3,1.5,0,0,0.1,2R,"(-1,)",407,61,0.801,-55.0,-0.14,0.371,-60.6,2/8,1.79,False
1h,3,1.5,0,0,0.1,2R,"(1, -1)",829,124,0.95,-26.2,-0.08,0.407,-46.9,4/8,1.8,False
1h,3,1.5,0,0,0.1,3R,"(1,)",422,63,1.362,95.6,0.48,0.408,-30.0,5/8,2.75,False
1h,3,1.5,0,0,0.1,3R,"(-1,)",407,61,0.889,-33.0,-0.09,0.329,-53.5,2/8,2.72,False
1h,3,1.5,0,0,0.1,3R,"(1, -1)",829,124,1.112,62.6,0.22,0.369,-42.1,5/8,2.73,False
1h,3,1.5,0,0,0.25,2R,"(1,)",428,64,1.118,29.0,0.14,0.446,-32.0,5/8,1.83,False
1h,3,1.5,0,0,0.25,2R,"(-1,)",412,61,0.812,-51.3,-0.13,0.371,-59.5,2/8,1.81,False
1h,3,1.5,0,0,0.25,2R,"(1, -1)",840,125,0.957,-22.3,-0.07,0.41,-46.9,4/8,1.82,False
1h,3,1.5,0,0,0.25,3R,"(1,)",428,64,1.337,89.7,0.49,0.407,-27.5,5/8,2.77,False
1h,3,1.5,0,0,0.25,3R,"(-1,)",412,61,0.891,-32.1,-0.1,0.33,-48.7,3/8,2.74,False
1h,3,1.5,0,0,0.25,3R,"(1, -1)",840,125,1.103,57.5,0.22,0.369,-38.9,5/8,2.76,False
1h,3,1.5,0,0,0.5,2R,"(1,)",437,66,1.185,44.2,0.33,0.455,-20.0,5/8,1.85,False
1h,3,1.5,0,0,0.5,2R,"(-1,)",421,63,0.741,-73.0,-0.14,0.356,-80.2,2/8,1.83,False
1h,3,1.5,0,0,0.5,2R,"(1, -1)",858,128,0.945,-28.8,-0.1,0.407,-41.6,4/8,1.84,False
1h,3,1.5,0,0,0.5,3R,"(1,)",437,66,1.393,102.4,0.73,0.414,-21.1,6/8,2.8,False
1h,3,1.5,0,0,0.5,3R,"(-1,)",421,63,0.867,-39.2,-0.1,0.328,-61.5,4/8,2.77,False
1h,3,1.5,0,0,0.5,3R,"(1, -1)",858,128,1.114,63.2,0.26,0.372,-36.3,4/8,2.79,False
1h,3,1.5,0,1,0.1,2R,"(1,)",289,43,1.247,39.7,0.21,0.467,-28.7,7/8,1.83,False
1h,3,1.5,0,1,0.1,2R,"(-1,)",190,29,1.021,2.4,0.02,0.416,-17.5,5/8,1.8,False
1h,3,1.5,0,1,0.1,2R,"(1, -1)",479,72,1.153,42.2,0.19,0.447,-32.8,6/8,1.82,False
1h,3,1.5,0,1,0.1,3R,"(1,)",289,43,1.555,95.0,0.51,0.439,-27.8,6/8,2.78,False
1h,3,1.5,0,1,0.1,3R,"(-1,)",190,29,1.059,7.5,0.04,0.368,-26.2,5/8,2.74,False
1h,3,1.5,0,1,0.1,3R,"(1, -1)",479,72,1.343,102.4,0.49,0.411,-31.2,8/8,2.76,False
1h,3,1.5,0,1,0.25,2R,"(1,)",294,44,1.235,38.3,0.21,0.469,-27.6,6/8,1.85,False
1h,3,1.5,0,1,0.25,2R,"(-1,)",192,29,1.003,0.3,0.0,0.406,-22.4,5/8,1.82,False
1h,3,1.5,0,1,0.25,2R,"(1, -1)",486,73,1.139,38.6,0.19,0.444,-30.0,6/8,1.84,False
1h,3,1.5,0,1,0.25,3R,"(1,)",294,44,1.53,92.0,0.47,0.439,-29.5,6/8,2.8,False
1h,3,1.5,0,1,0.25,3R,"(-1,)",192,29,0.993,-0.9,-0.01,0.359,-24.9,4/8,2.76,False
1h,3,1.5,0,1,0.25,3R,"(1, -1)",486,73,1.303,91.1,0.38,0.407,-36.0,7/8,2.78,False
1h,3,1.5,0,1,0.5,2R,"(1,)",300,45,1.282,45.2,0.28,0.473,-24.2,7/8,1.87,False
1h,3,1.5,0,1,0.5,2R,"(-1,)",199,30,0.859,-17.4,-0.08,0.387,-32.8,4/8,1.84,False
1h,3,1.5,0,1,0.5,2R,"(1, -1)",499,75,1.098,27.8,0.14,0.439,-29.2,7/8,1.86,False
1h,3,1.5,0,1,0.5,3R,"(1,)",300,45,1.577,99.3,0.56,0.44,-26.6,6/8,2.83,False
1h,3,1.5,0,1,0.5,3R,"(-1,)",199,30,0.924,-10.0,-0.05,0.352,-31.8,4/8,2.79,False
1h,3,1.5,0,1,0.5,3R,"(1, -1)",499,75,1.294,89.2,0.41,0.405,-32.7,6/8,2.81,False
1h,3,1.5,1,0,0.1,2R,"(1,)",384,58,1.157,35.7,0.2,0.445,-27.4,6/8,1.8,False
1h,3,1.5,1,0,0.1,2R,"(-1,)",389,58,0.795,-54.6,-0.14,0.37,-59.6,3/8,1.78,False
1h,3,1.5,1,0,0.1,2R,"(1, -1)",773,115,0.962,-18.8,-0.06,0.408,-49.5,5/8,1.79,False
1h,3,1.5,1,0,0.1,3R,"(1,)",384,58,1.415,101.5,0.54,0.409,-28.0,5/8,2.74,False
1h,3,1.5,1,0,0.1,3R,"(-1,)",389,58,0.898,-29.0,-0.08,0.332,-51.3,3/8,2.71,False
1h,3,1.5,1,0,0.1,3R,"(1, -1)",773,115,1.137,72.5,0.25,0.37,-43.7,5/8,2.72,False
1h,3,1.5,1,0,0.25,2R,"(1,)",390,58,1.152,34.7,0.17,0.449,-30.8,5/8,1.82,False
1h,3,1.5,1,0,0.25,2R,"(-1,)",394,59,0.804,-51.7,-0.13,0.371,-59.2,2/8,1.8,False
1h,3,1.5,1,0,0.25,2R,"(1, -1)",784,117,0.965,-17.0,-0.05,0.409,-49.3,4/8,1.81,False
1h,3,1.5,1,0,0.25,3R,"(1,)",390,58,1.381,94.4,0.56,0.405,-25.5,5/8,2.76,False
1h,3,1.5,1,0,0.25,3R,"(-1,)",394,59,0.905,-26.9,-0.08,0.332,-47.8,3/8,2.74,False
1h,3,1.5,1,0,0.25,3R,"(1, -1)",784,117,1.127,67.5,0.27,0.369,-37.7,5/8,2.75,False
1h,3,1.5,1,0,0.5,2R,"(1,)",398,60,1.219,48.9,0.4,0.457,-18.5,5/8,1.84,False
1h,3,1.5,1,0,0.5,2R,"(-1,)",403,60,0.739,-71.1,-0.13,0.357,-80.0,2/8,1.83,False
1h,3,1.5,1,0,0.5,2R,"(1, -1)",801,119,0.955,-22.2,-0.09,0.407,-38.3,4/8,1.83,False
1h,3,1.5,1,0,0.5,3R,"(1,)",398,60,1.461,111.4,0.88,0.417,-18.9,6/8,2.79,False
1h,3,1.5,1,0,0.5,3R,"(-1,)",403,60,0.867,-38.1,-0.09,0.328,-62.0,4/8,2.77,False
1h,3,1.5,1,0,0.5,3R,"(1, -1)",801,119,1.139,73.3,0.33,0.372,-32.7,4/8,2.78,False
1h,3,1.5,1,1,0.1,2R,"(1,)",256,39,1.304,44.1,0.24,0.473,-27.4,6/8,1.82,False
1h,3,1.5,1,1,0.1,2R,"(-1,)",175,26,0.999,-0.1,-0.0,0.411,-17.3,4/8,1.8,False
1h,3,1.5,1,1,0.1,2R,"(1, -1)",431,65,1.174,43.9,0.18,0.448,-36.2,7/8,1.81,False
1h,3,1.5,1,1,0.1,3R,"(1,)",256,39,1.633,98.4,0.56,0.441,-26.5,6/8,2.77,False
1h,3,1.5,1,1,0.1,3R,"(-1,)",175,26,1.071,8.4,0.05,0.371,-24.7,5/8,2.73,False
1h,3,1.5,1,1,0.1,3R,"(1, -1)",431,65,1.39,106.8,0.49,0.413,-32.7,7/8,2.75,False
1h,3,1.5,1,1,0.25,2R,"(1,)",261,39,1.279,41.4,0.24,0.471,-26.2,5/8,1.84,False
1h,3,1.5,1,1,0.25,2R,"(-1,)",177,27,0.972,-3.0,-0.02,0.401,-19.7,4/8,1.81,False
1h,3,1.5,1,1,0.25,2R,"(1, -1)",438,66,1.149,38.3,0.17,0.443,-33.4,7/8,1.83,False
1h,3,1.5,1,1,0.25,3R,"(1,)",261,39,1.592,94.1,0.5,0.437,-28.1,6/8,2.78,False
1h,3,1.5,1,1,0.25,3R,"(-1,)",177,27,1.012,1.4,0.01,0.362,-22.8,4/8,2.75,False
1h,3,1.5,1,1,0.25,3R,"(1, -1)",438,66,1.344,95.5,0.4,0.406,-35.4,7/8,2.77,False
1h,3,1.5,1,1,0.5,2R,"(1,)",266,40,1.33,48.2,0.34,0.474,-21.5,6/8,1.86,False
1h,3,1.5,1,1,0.5,2R,"(-1,)",184,28,0.844,-18.2,-0.08,0.386,-33.5,3/8,1.83,False
1h,3,1.5,1,1,0.5,2R,"(1, -1)",450,67,1.114,30.0,0.14,0.438,-31.1,6/8,1.85,False
1h,3,1.5,1,1,0.5,3R,"(1,)",266,40,1.687,106.6,0.67,0.444,-23.9,6/8,2.82,False
1h,3,1.5,1,1,0.5,3R,"(-1,)",184,28,0.907,-11.7,-0.05,0.348,-33.3,4/8,2.78,False
1h,3,1.5,1,1,0.5,3R,"(1, -1)",450,67,1.339,94.9,0.41,0.404,-34.5,6/8,2.8,False
1h,3,2.0,0,0,0.1,2R,"(1,)",238,38,1.214,27.9,0.21,0.458,-21.0,7/8,1.83,False
1h,3,2.0,0,0,0.1,2R,"(-1,)",227,34,0.849,-22.2,-0.12,0.379,-28.5,3/8,1.81,False
1h,3,2.0,0,0,0.1,2R,"(1, -1)",465,70,1.02,5.7,0.02,0.419,-36.6,4/8,1.82,False
1h,3,2.0,0,0,0.1,3R,"(1,)",238,38,1.467,64.7,0.54,0.437,-19.3,7/8,2.77,False
1h,3,2.0,0,0,0.1,3R,"(-1,)",227,34,0.897,-16.5,-0.11,0.33,-22.5,4/8,2.75,False
1h,3,2.0,0,0,0.1,3R,"(1, -1)",465,70,1.161,48.2,0.25,0.385,-29.2,6/8,2.76,False
1h,3,2.0,0,0,0.25,2R,"(1,)",241,38,1.256,32.8,0.25,0.477,-20.6,7/8,1.84,False
1h,3,2.0,0,0,0.25,2R,"(-1,)",228,34,0.859,-20.2,-0.11,0.382,-26.6,4/8,1.83,False
1h,3,2.0,0,0,0.25,2R,"(1, -1)",469,70,1.046,12.6,0.06,0.431,-32.2,6/8,1.83,False
1h,3,2.0,0,0,0.25,3R,"(1,)",241,38,1.446,61.9,0.54,0.44,-18.4,7/8,2.78,False
1h,3,2.0,0,0,0.25,3R,"(-1,)",228,34,0.903,-14.9,-0.09,0.338,-25.8,4/8,2.77,False
1h,3,2.0,0,0,0.25,3R,"(1, -1)",469,70,1.16,46.9,0.23,0.39,-31.1,6/8,2.78,False
1h,3,2.0,0,0,0.5,2R,"(1,)",246,39,1.229,29.3,0.35,0.472,-13.4,6/8,1.86,False
1h,3,2.0,0,0,0.5,2R,"(-1,)",234,35,0.775,-33.5,-0.13,0.368,-39.4,3/8,1.85,False
1h,3,2.0,0,0,0.5,2R,"(1, -1)",480,72,0.985,-4.1,-0.02,0.421,-28.1,4/8,1.85,False
1h,3,2.0,0,0,0.5,3R,"(1,)",246,39,1.482,66.1,0.65,0.443,-16.2,7/8,2.81,False
1h,3,2.0,0,0,0.5,3R,"(-1,)",234,35,0.89,-17.0,-0.1,0.342,-25.3,3/8,2.8,False
1h,3,2.0,0,0,0.5,3R,"(1, -1)",480,72,1.168,49.1,0.36,0.394,-20.3,4/8,2.8,False
1h,3,2.0,0,1,0.1,2R,"(1,)",170,27,1.325,29.2,0.21,0.488,-22.1,7/8,1.84,False
1h,3,2.0,0,1,0.1,2R,"(-1,)",109,16,1.247,14.6,0.23,0.45,-9.4,5/8,1.82,False
1h,3,2.0,0,1,0.1,2R,"(1, -1)",279,42,1.294,43.8,0.37,0.473,-17.9,7/8,1.83,False
1h,3,2.0,0,1,0.1,3R,"(1,)",170,27,1.631,59.8,0.42,0.471,-23.1,7/8,2.79,False
1h,3,2.0,0,1,0.1,3R,"(-1,)",109,16,1.197,13.5,0.19,0.385,-10.8,6/8,2.76,False
1h,3,2.0,0,1,0.1,3R,"(1, -1)",279,42,1.45,73.3,0.57,0.437,-19.4,7/8,2.78,False
1h,3,2.0,0,1,0.25,2R,"(1,)",172,28,1.343,30.6,0.22,0.5,-22.0,7/8,1.85,False
1h,3,2.0,0,1,0.25,2R,"(-1,)",109,16,1.249,14.3,0.19,0.44,-11.3,6/8,1.84,False
1h,3,2.0,0,1,0.25,2R,"(1, -1)",281,42,1.306,45.0,0.37,0.477,-18.5,7/8,1.85,False
1h,3,2.0,0,1,0.25,3R,"(1,)",172,28,1.594,56.7,0.38,0.471,-24.0,7/8,2.8,False
1h,3,2.0,0,1,0.25,3R,"(-1,)",109,16,1.1,6.5,0.07,0.376,-13.9,5/8,2.79,False
1h,3,2.0,0,1,0.25,3R,"(1, -1)",281,42,1.392,63.2,0.4,0.434,-23.8,7/8,2.8,False
1h,3,2.0,0,1,0.5,2R,"(1,)",175,28,1.319,28.3,0.27,0.497,-16.8,7/8,1.87,False
1h,3,2.0,0,1,0.5,2R,"(-1,)",114,17,0.945,-3.5,-0.03,0.404,-17.9,4/8,1.85,False
1h,3,2.0,0,1,0.5,2R,"(1, -1)",289,43,1.161,24.8,0.21,0.46,-17.6,6/8,1.86,False
1h,3,2.0,0,1,0.5,3R,"(1,)",175,28,1.648,60.8,0.43,0.474,-22.6,7/8,2.83,False
1h,3,2.0,0,1,0.5,3R,"(-1,)",114,17,0.933,-4.7,-0.05,0.36,-15.6,4/8,2.8,False
1h,3,2.0,0,1,0.5,3R,"(1, -1)",289,43,1.343,56.2,0.4,0.429,-21.0,7/8,2.82,False
1h,3,2.0,1,0,0.1,2R,"(1,)",215,34,1.191,23.7,0.18,0.447,-20.8,6/8,1.81,False
1h,3,2.0,1,0,0.1,2R,"(-1,)",214,32,0.846,-21.6,-0.1,0.379,-32.3,4/8,1.8,False
1h,3,2.0,1,0,0.1,2R,"(1, -1)",429,64,1.008,2.0,0.01,0.413,-41.7,4/8,1.81,False
1h,3,2.0,1,0,0.1,3R,"(1,)",215,34,1.458,60.3,0.51,0.423,-19.0,6/8,2.75,False
1h,3,2.0,1,0,0.1,3R,"(-1,)",214,32,0.908,-14.0,-0.09,0.332,-23.9,4/8,2.74,False
1h,3,2.0,1,0,0.1,3R,"(1, -1)",429,64,1.163,46.3,0.21,0.378,-33.2,6/8,2.74,False
1h,3,2.0,1,0,0.25,2R,"(1,)",218,35,1.243,29.5,0.22,0.468,-21.0,6/8,1.82,False
1h,3,2.0,1,0,0.25,2R,"(-1,)",215,32,0.853,-20.0,-0.11,0.381,-26.4,5/8,1.82,False
1h,3,2.0,1,0,0.25,2R,"(1, -1)",433,65,1.037,9.5,0.04,0.425,-38.1,5/8,1.82,False
1h,3,2.0,1,0,0.25,3R,"(1,)",218,35,1.442,58.3,0.52,0.427,-18.0,6/8,2.76,False
1h,3,2.0,1,0,0.25,3R,"(-1,)",215,32,0.927,-10.8,-0.06,0.34,-25.4,5/8,2.76,False
1h,3,2.0,1,0,0.25,3R,"(1, -1)",433,65,1.17,47.6,0.22,0.383,-32.1,5/8,2.76,False
1h,3,2.0,1,0,0.5,2R,"(1,)",222,35,1.241,28.9,0.37,0.464,-12.5,6/8,1.85,False
1h,3,2.0,1,0,0.5,2R,"(-1,)",221,33,0.786,-30.3,-0.13,0.371,-36.3,4/8,1.84,False
1h,3,2.0,1,0,0.5,2R,"(1, -1)",443,66,0.995,-1.4,-0.01,0.418,-28.9,5/8,1.84,False
1h,3,2.0,1,0,0.5,3R,"(1,)",222,35,1.5,64.8,0.66,0.432,-15.7,6/8,2.8,False
1h,3,2.0,1,0,0.5,3R,"(-1,)",221,33,0.914,-12.7,-0.08,0.344,-24.3,3/8,2.79,False
1h,3,2.0,1,0,0.5,3R,"(1, -1)",443,66,1.188,52.1,0.37,0.388,-21.3,5/8,2.79,False
1h,3,2.0,1,1,0.1,2R,"(1,)",149,24,1.309,25.7,0.19,0.477,-21.9,7/8,1.83,False
1h,3,2.0,1,1,0.1,2R,"(-1,)",98,15,1.242,13.1,0.26,0.449,-7.6,5/8,1.81,False
1h,3,2.0,1,1,0.1,2R,"(1, -1)",247,37,1.282,38.8,0.24,0.466,-24.3,7/8,1.82,False
1h,3,2.0,1,1,0.1,3R,"(1,)",149,24,1.637,56.1,0.39,0.456,-22.8,7/8,2.77,False
1h,3,2.0,1,1,0.1,3R,"(-1,)",98,15,1.222,13.8,0.26,0.388,-8.1,6/8,2.74,False
1h,3,2.0,1,1,0.1,3R,"(1, -1)",247,37,1.465,69.9,0.46,0.429,-23.1,7/8,2.76,False
1h,3,2.0,1,1,0.25,2R,"(1,)",151,24,1.337,27.9,0.2,0.49,-22.4,7/8,1.84,False
1h,3,2.0,1,1,0.25,2R,"(-1,)",98,15,1.236,12.5,0.19,0.439,-9.8,6/8,1.83,False
1h,3,2.0,1,1,0.25,2R,"(1, -1)",249,37,1.298,40.4,0.25,0.47,-24.7,7/8,1.83,False
1h,3,2.0,1,1,0.25,3R,"(1,)",151,24,1.606,53.8,0.35,0.457,-24.4,7/8,2.78,False
1h,3,2.0,1,1,0.25,3R,"(-1,)",98,15,1.143,8.6,0.12,0.378,-10.6,5/8,2.77,False
1h,3,2.0,1,1,0.25,3R,"(1, -1)",249,37,1.418,62.4,0.36,0.426,-26.2,7/8,2.78,False
1h,3,2.0,1,1,0.5,2R,"(1,)",153,25,1.351,28.4,0.29,0.49,-15.8,7/8,1.86,False
1h,3,2.0,1,1,0.5,2R,"(-1,)",103,15,0.96,-2.4,-0.03,0.408,-14.0,4/8,1.84,False
1h,3,2.0,1,1,0.5,2R,"(1, -1)",256,38,1.185,26.0,0.2,0.457,-19.4,7/8,1.85,False
1h,3,2.0,1,1,0.5,3R,"(1,)",153,25,1.695,60.0,0.45,0.464,-21.6,7/8,2.81,False
1h,3,2.0,1,1,0.5,3R,"(-1,)",103,15,0.962,-2.4,-0.03,0.359,-12.4,4/8,2.79,False
1h,3,2.0,1,1,0.5,3R,"(1, -1)",256,38,1.381,57.6,0.4,0.422,-21.6,7/8,2.8,False
1h,4,1.2,0,0,0.1,2R,"(1,)",544,81,1.054,18.3,0.06,0.434,-43.0,5/8,1.79,False
1h,4,1.2,0,0,0.1,2R,"(-1,)",503,75,0.722,-98.6,-0.14,0.348,-103.1,2/8,1.78,False
1h,4,1.2,0,0,0.1,2R,"(1, -1)",1047,156,0.884,-80.3,-0.13,0.393,-95.4,4/8,1.78,False
1h,4,1.2,0,0,0.1,3R,"(1,)",544,81,1.241,88.2,0.33,0.388,-39.4,5/8,2.72,False
1h,4,1.2,0,0,0.1,3R,"(-1,)",503,75,0.878,-45.2,-0.11,0.322,-62.9,3/8,2.7,False
1h,4,1.2,0,0,0.1,3R,"(1, -1)",1047,156,1.058,43.0,0.12,0.356,-53.8,5/8,2.71,False
1h,4,1.2,0,0,0.25,2R,"(1,)",549,82,1.059,19.7,0.06,0.435,-45.7,4/8,1.81,False
1h,4,1.2,0,0,0.25,2R,"(-1,)",508,76,0.77,-79.8,-0.14,0.354,-84.5,2/8,1.8,False
