rule,k,ote,sl_buf,tp_r,sweep_lb,need_conf,trend_mode,session,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,2,0.5,0.05,3.0,10,5,off,kz,2599,388,0.885,-244.9,-0.14,0.282,-261.0,1/8,2.8,False
15min,2,0.5,0.05,3.0,10,5,fade,all,3282,489,0.903,-258.0,-0.14,0.291,-274.2,1/8,2.79,False
15min,2,0.5,0.05,3.0,10,5,fade,kz,1648,246,0.855,-198.3,-0.14,0.277,-209.7,0/8,2.79,False
15min,2,0.5,0.1,1.0,3,3,down,all,2858,428,0.626,-625.1,-0.15,0.496,-627.2,0/8,0.89,False
15min,2,0.5,0.1,1.0,3,3,down,kz,1515,227,0.637,-319.2,-0.15,0.504,-319.4,1/8,0.88,False
15min,2,0.5,0.1,1.0,3,3,off,all,7846,1170,0.639,-1626.7,-0.15,0.505,-1638.5,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,3,off,kz,4061,606,0.648,-815.8,-0.15,0.508,-818.5,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,3,fade,all,4988,744,0.647,-1001.6,-0.15,0.51,-1014.8,0/8,0.87,False
15min,2,0.5,0.1,1.0,3,3,fade,kz,2546,380,0.655,-496.6,-0.15,0.51,-506.3,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,4,down,all,2578,386,0.638,-542.7,-0.15,0.5,-548.5,0/8,0.89,False
15min,2,0.5,0.1,1.0,3,4,down,kz,1360,204,0.638,-285.1,-0.15,0.503,-285.3,1/8,0.89,False
15min,2,0.5,0.1,1.0,3,4,off,all,7085,1056,0.647,-1430.5,-0.15,0.505,-1449.5,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,4,off,kz,3672,548,0.648,-738.9,-0.15,0.505,-744.1,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,4,fade,all,4507,672,0.652,-887.8,-0.15,0.509,-899.7,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,4,fade,kz,2312,345,0.654,-453.8,-0.15,0.507,-462.0,0/8,0.88,False
15min,2,0.5,0.1,1.0,3,5,down,all,1568,235,0.665,-302.0,-0.15,0.494,-305.5,0/8,0.91,False
15min,2,0.5,0.1,1.0,3,5,down,kz,813,122,0.694,-140.0,-0.14,0.502,-149.9,1/8,0.91,False
15min,2,0.5,0.1,1.0,3,5,off,all,4292,640,0.691,-743.8,-0.15,0.506,-753.4,0/8,0.91,False
15min,2,0.5,0.1,1.0,3,5,off,kz,2187,326,0.68,-395.5,-0.15,0.5,-399.8,0/8,0.9,False
15min,2,0.5,0.1,1.0,3,5,fade,all,2724,406,0.706,-441.8,-0.15,0.512,-446.6,1/8,0.9,False
15min,2,0.5,0.1,1.0,3,5,fade,kz,1374,205,0.672,-255.5,-0.15,0.499,-260.8,0/8,0.9,False
15min,2,0.5,0.1,1.0,6,3,down,all,3249,487,0.631,-698.8,-0.15,0.499,-699.9,0/8,0.89,False
15min,2,0.5,0.1,1.0,6,3,down,kz,1682,252,0.652,-335.3,-0.15,0.51,-335.4,1/8,0.88,False
15min,2,0.5,0.1,1.0,6,3,off,all,8956,1335,0.642,-1833.9,-0.15,0.507,-1852.2,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,3,off,kz,4571,681,0.655,-895.0,-0.15,0.511,-898.8,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,3,fade,all,5707,851,0.649,-1135.1,-0.15,0.512,-1154.0,0/8,0.87,False
15min,2,0.5,0.1,1.0,6,3,fade,kz,2889,431,0.656,-559.7,-0.15,0.511,-571.9,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,4,down,all,2916,437,0.641,-607.1,-0.15,0.501,-613.1,0/8,0.89,False
15min,2,0.5,0.1,1.0,6,4,down,kz,1498,225,0.654,-296.0,-0.15,0.509,-297.2,1/8,0.89,False
15min,2,0.5,0.1,1.0,6,4,off,all,8047,1200,0.647,-1624.9,-0.15,0.506,-1647.8,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,4,off,kz,4114,614,0.654,-808.1,-0.15,0.508,-817.9,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,4,fade,all,5131,765,0.65,-1017.8,-0.15,0.509,-1033.3,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,4,fade,kz,2616,390,0.654,-512.1,-0.15,0.508,-522.4,0/8,0.88,False
15min,2,0.5,0.1,1.0,6,5,down,all,1760,264,0.658,-348.7,-0.15,0.492,-350.1,0/8,0.91,False
15min,2,0.5,0.1,1.0,6,5,down,kz,891,134,0.704,-147.3,-0.14,0.506,-152.7,1/8,0.91,False
15min,2,0.5,0.1,1.0,6,5,off,all,4828,720,0.688,-845.5,-0.15,0.506,-855.6,0/8,0.91,False
15min,2,0.5,0.1,1.0,6,5,off,kz,2424,362,0.693,-415.5,-0.15,0.506,-421.1,0/8,0.9,False
15min,2,0.5,0.1,1.0,6,5,fade,all,3068,457,0.706,-496.7,-0.15,0.513,-504.1,0/8,0.9,False
15min,2,0.5,0.1,1.0,6,5,fade,kz,1533,229,0.688,-268.2,-0.15,0.506,-275.1,0/8,0.9,False
15min,2,0.5,0.1,1.0,10,3,down,all,3511,525,0.63,-757.3,-0.15,0.499,-759.4,0/8,0.89,False
15min,2,0.5,0.1,1.0,10,3,down,kz,1811,271,0.659,-350.7,-0.15,0.513,-351.6,1/8,0.88,False
15min,2,0.5,0.1,1.0,10,3,off,all,9624,1434,0.643,-1967.7,-0.15,0.509,-1989.1,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,3,off,kz,4930,735,0.656,-961.0,-0.15,0.512,-966.8,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,3,fade,all,6113,911,0.65,-1210.4,-0.15,0.514,-1231.1,0/8,0.87,False
15min,2,0.5,0.1,1.0,10,3,fade,kz,3119,465,0.654,-610.2,-0.15,0.512,-620.7,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,4,down,all,3157,472,0.637,-665.0,-0.15,0.501,-671.5,0/8,0.89,False
15min,2,0.5,0.1,1.0,10,4,down,kz,1619,242,0.661,-311.3,-0.15,0.512,-314.8,1/8,0.88,False
15min,2,0.5,0.1,1.0,10,4,off,all,8644,1288,0.648,-1737.3,-0.15,0.508,-1762.4,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,4,off,kz,4436,661,0.659,-854.2,-0.15,0.511,-864.8,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,4,fade,all,5487,818,0.654,-1072.2,-0.15,0.512,-1089.6,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,4,fade,kz,2817,420,0.658,-542.9,-0.15,0.51,-551.4,0/8,0.88,False
15min,2,0.5,0.1,1.0,10,5,down,all,1895,284,0.652,-383.2,-0.15,0.491,-383.6,0/8,0.91,False
15min,2,0.5,0.1,1.0,10,5,down,kz,955,143,0.697,-162.0,-0.15,0.506,-165.0,1/8,0.91,False
15min,2,0.5,0.1,1.0,10,5,off,all,5186,773,0.692,-893.3,-0.15,0.508,-902.0,0/8,0.9,False
15min,2,0.5,0.1,1.0,10,5,off,kz,2607,389,0.699,-436.4,-0.15,0.51,-440.9,0/8,0.9,False
15min,2,0.5,0.1,1.0,10,5,fade,all,3291,491,0.716,-510.2,-0.15,0.518,-517.2,1/8,0.9,False
15min,2,0.5,0.1,1.0,10,5,fade,kz,1652,246,0.7,-274.4,-0.15,0.512,-279.6,0/8,0.9,False
15min,2,0.5,0.1,1.5,3,3,down,all,2858,428,0.724,-539.7,-0.15,0.413,-545.1,0/8,1.35,False
15min,2,0.5,0.1,1.5,3,3,down,kz,1515,227,0.745,-260.7,-0.15,0.422,-260.8,0/8,1.35,False
15min,2,0.5,0.1,1.5,3,3,off,all,7846,1170,0.762,-1241.5,-0.15,0.43,-1265.9,0/8,1.34,False
15min,2,0.5,0.1,1.5,3,3,off,kz,4061,606,0.774,-606.8,-0.15,0.433,-619.2,0/8,1.34,False
15min,2,0.5,0.1,1.5,3,3,fade,all,4988,744,0.785,-701.8,-0.14,0.44,-726.3,1/8,1.34,False
15min,2,0.5,0.1,1.5,3,3,fade,kz,2546,380,0.792,-346.1,-0.14,0.44,-365.6,1/8,1.34,False
15min,2,0.5,0.1,1.5,3,4,down,all,2578,386,0.731,-472.8,-0.15,0.415,-482.2,0/8,1.36,False
15min,2,0.5,0.1,1.5,3,4,down,kz,1360,204,0.746,-233.1,-0.15,0.421,-237.8,0/8,1.35,False
15min,2,0.5,0.1,1.5,3,4,off,all,7085,1056,0.764,-1112.7,-0.15,0.429,-1143.5,0/8,1.35,False
15min,2,0.5,0.1,1.5,3,4,off,kz,3672,548,0.766,-571.5,-0.14,0.428,-588.9,0/8,1.35,False
15min,2,0.5,0.1,1.5,3,4,fade,all,4507,672,0.783,-639.9,-0.14,0.437,-661.7,1/8,1.35,False
15min,2,0.5,0.1,1.5,3,4,fade,kz,2312,345,0.778,-338.4,-0.14,0.433,-353.7,0/8,1.35,False
15min,2,0.5,0.1,1.5,3,5,down,all,1568,235,0.767,-244.8,-0.15,0.413,-250.7,1/8,1.39,False
15min,2,0.5,0.1,1.5,3,5,down,kz,813,122,0.83,-89.6,-0.12,0.429,-110.0,3/8,1.38,False
15min,2,0.5,0.1,1.5,3,5,off,all,4292,640,0.805,-545.5,-0.15,0.426,-558.9,1/8,1.38,False
15min,2,0.5,0.1,1.5,3,5,off,kz,2187,326,0.801,-285.1,-0.14,0.424,-296.4,0/8,1.38,False
15min,2,0.5,0.1,1.5,3,5,fade,all,2724,406,0.828,-300.7,-0.14,0.434,-329.0,1/8,1.38,False
15min,2,0.5,0.1,1.5,3,5,fade,kz,1374,205,0.784,-195.5,-0.14,0.421,-203.9,0/8,1.38,False
15min,2,0.5,0.1,1.5,6,3,down,all,3249,487,0.728,-602.2,-0.15,0.415,-607.6,1/8,1.35,False
15min,2,0.5,0.1,1.5,6,3,down,kz,1682,252,0.751,-281.5,-0.15,0.424,-282.7,0/8,1.35,False
15min,2,0.5,0.1,1.5,6,3,off,all,8956,1335,0.763,-1413.5,-0.15,0.431,-1441.7,0/8,1.34,False
15min,2,0.5,0.1,1.5,6,3,off,kz,4571,681,0.77,-696.6,-0.15,0.432,-713.3,0/8,1.34,False
15min,2,0.5,0.1,1.5,6,3,fade,all,5707,851,0.783,-811.4,-0.14,0.44,-840.7,0/8,1.34,False
15min,2,0.5,0.1,1.5,6,3,fade,kz,2889,431,0.781,-415.2,-0.14,0.436,-435.5,0/8,1.34,False
15min,2,0.5,0.1,1.5,6,4,down,all,2916,437,0.733,-529.6,-0.15,0.416,-536.4,1/8,1.36,False
15min,2,0.5,0.1,1.5,6,4,down,kz,1498,225,0.751,-251.0,-0.15,0.423,-254.8,0/8,1.35,False
15min,2,0.5,0.1,1.5,6,4,off,all,8047,1200,0.759,-1291.3,-0.15,0.428,-1320.9,0/8,1.35,False
15min,2,0.5,0.1,1.5,6,4,off,kz,4114,614,0.761,-655.4,-0.14,0.427,-674.9,0/8,1.35,False
15min,2,0.5,0.1,1.5,6,4,fade,all,5131,765,0.775,-761.7,-0.14,0.435,-784.8,0/8,1.35,False
15min,2,0.5,0.1,1.5,6,4,fade,kz,2616,390,0.767,-404.4,-0.14,0.43,-421.0,0/8,1.35,False
15min,2,0.5,0.1,1.5,6,5,down,all,1760,264,0.751,-295.7,-0.15,0.408,-300.4,1/8,1.39,False
15min,2,0.5,0.1,1.5,6,5,down,kz,891,134,0.819,-104.9,-0.13,0.426,-123.4,1/8,1.38,False
15min,2,0.5,0.1,1.5,6,5,off,all,4828,720,0.796,-647.0,-0.15,0.424,-659.9,0/8,1.38,False
15min,2,0.5,0.1,1.5,6,5,off,kz,2424,362,0.804,-310.5,-0.14,0.425,-322.3,0/8,1.38,False
15min,2,0.5,0.1,1.5,6,5,fade,all,3068,457,0.823,-351.3,-0.14,0.433,-375.3,1/8,1.38,False
15min,2,0.5,0.1,1.5,6,5,fade,kz,1533,229,0.796,-205.6,-0.14,0.425,-215.5,0/8,1.38,False
15min,2,0.5,0.1,1.5,10,3,down,all,3511,525,0.731,-641.7,-0.15,0.417,-648.0,0/8,1.35,False
15min,2,0.5,0.1,1.5,10,3,down,kz,1811,271,0.765,-283.8,-0.15,0.429,-285.7,0/8,1.35,False
15min,2,0.5,0.1,1.5,10,3,off,all,9624,1434,0.767,-1484.8,-0.15,0.433,-1518.2,0/8,1.34,False
15min,2,0.5,0.1,1.5,10,3,off,kz,4930,735,0.776,-727.7,-0.15,0.434,-746.6,0/8,1.34,False
15min,2,0.5,0.1,1.5,10,3,fade,all,6113,911,0.789,-843.0,-0.14,0.442,-876.1,0/8,1.34,False
15min,2,0.5,0.1,1.5,10,3,fade,kz,3119,465,0.783,-443.9,-0.14,0.438,-465.2,0/8,1.34,False
15min,2,0.5,0.1,1.5,10,4,down,all,3157,472,0.732,-574.7,-0.15,0.417,-582.1,0/8,1.36,False
15min,2,0.5,0.1,1.5,10,4,down,kz,1619,242,0.763,-255.5,-0.15,0.427,-261.5,0/8,1.35,False
15min,2,0.5,0.1,1.5,10,4,off,all,8644,1288,0.764,-1353.2,-0.15,0.43,-1386.1,0/8,1.35,False
15min,2,0.5,0.1,1.5,10,4,off,kz,4436,661,0.77,-673.7,-0.14,0.431,-694.7,0/8,1.35,False
15min,2,0.5,0.1,1.5,10,4,fade,all,5487,818,0.783,-778.5,-0.14,0.438,-805.4,0/8,1.34,False
15min,2,0.5,0.1,1.5,10,4,fade,kz,2817,420,0.775,-418.2,-0.14,0.432,-435.7,0/8,1.35,False
15min,2,0.5,0.1,1.5,10,5,down,all,1895,284,0.746,-325.8,-0.15,0.407,-331.4,1/8,1.39,False
15min,2,0.5,0.1,1.5,10,5,down,kz,955,143,0.82,-111.6,-0.13,0.428,-125.7,1/8,1.38,False
15min,2,0.5,0.1,1.5,10,5,off,all,5186,773,0.802,-671.5,-0.15,0.427,-683.5,0/8,1.38,False
15min,2,0.5,0.1,1.5,10,5,off,kz,2607,389,0.815,-313.8,-0.14,0.43,-323.7,0/8,1.38,False
15min,2,0.5,0.1,1.5,10,5,fade,all,3291,491,0.836,-345.7,-0.14,0.438,-378.6,1/8,1.38,False
15min,2,0.5,0.1,1.5,10,5,fade,kz,1652,246,0.812,-202.2,-0.14,0.43,-211.2,0/8,1.38,False
15min,2,0.5,0.1,2.0,3,3,down,all,2858,428,0.804,-416.7,-0.15,0.362,-416.2,1/8,1.82,False
15min,2,0.5,0.1,2.0,3,3,down,kz,1515,227,0.861,-152.8,-0.13,0.379,-175.0,2/8,1.81,False
15min,2,0.5,0.1,2.0,3,3,off,all,7846,1170,0.827,-999.1,-0.15,0.373,-1025.7,0/8,1.81,False
15min,2,0.5,0.1,2.0,3,3,off,kz,4061,606,0.843,-464.0,-0.14,0.377,-484.4,0/8,1.81,False
15min,2,0.5,0.1,2.0,3,3,fade,all,4988,744,0.84,-582.4,-0.14,0.38,-618.4,1/8,1.8,False
15min,2,0.5,0.1,2.0,3,3,fade,kz,2546,380,0.832,-311.2,-0.14,0.376,-335.6,0/8,1.81,False
15min,2,0.5,0.1,2.0,3,4,down,all,2578,386,0.815,-352.1,-0.14,0.364,-376.1,1/8,1.83,False
15min,2,0.5,0.1,2.0,3,4,down,kz,1360,204,0.859,-139.3,-0.12,0.376,-172.8,3/8,1.82,False
15min,2,0.5,0.1,2.0,3,4,off,all,7085,1056,0.828,-892.9,-0.14,0.371,-923.6,0/8,1.82,False
15min,2,0.5,0.1,2.0,3,4,off,kz,3672,548,0.834,-445.9,-0.14,0.373,-469.8,0/8,1.82,False
15min,2,0.5,0.1,2.0,3,4,fade,all,4507,672,0.835,-540.8,-0.14,0.375,-572.6,1/8,1.81,False
15min,2,0.5,0.1,2.0,3,4,fade,kz,2312,345,0.819,-306.6,-0.14,0.37,-326.8,0/8,1.81,False
15min,2,0.5,0.1,2.0,3,5,down,all,1568,235,0.834,-190.9,-0.13,0.358,-225.2,1/8,1.87,False
15min,2,0.5,0.1,2.0,3,5,down,kz,813,122,0.916,-47.8,-0.07,0.376,-101.2,3/8,1.86,False
15min,2,0.5,0.1,2.0,3,5,off,all,4292,640,0.837,-508.5,-0.15,0.36,-521.0,0/8,1.86,False
15min,2,0.5,0.1,2.0,3,5,off,kz,2187,326,0.826,-278.3,-0.14,0.356,-300.8,1/8,1.86,False
15min,2,0.5,0.1,2.0,3,5,fade,all,2724,406,0.839,-317.5,-0.14,0.362,-347.4,1/8,1.85,False
15min,2,0.5,0.1,2.0,3,5,fade,kz,1374,205,0.776,-230.5,-0.14,0.344,-242.6,0/8,1.85,False
15min,2,0.5,0.1,2.0,6,3,down,all,3249,487,0.793,-502.0,-0.15,0.359,-515.6,1/8,1.82,False
15min,2,0.5,0.1,2.0,6,3,down,kz,1682,252,0.849,-184.2,-0.13,0.376,-215.2,2/8,1.81,False
15min,2,0.5,0.1,2.0,6,3,off,all,8956,1335,0.824,-1161.1,-0.15,0.373,-1190.7,0/8,1.81,False
15min,2,0.5,0.1,2.0,6,3,off,kz,4571,681,0.835,-550.8,-0.14,0.375,-580.6,0/8,1.81,False
15min,2,0.5,0.1,2.0,6,3,fade,all,5707,851,0.841,-659.1,-0.14,0.381,-697.1,0/8,1.8,False
15min,2,0.5,0.1,2.0,6,3,fade,kz,2889,431,0.826,-366.6,-0.14,0.375,-397.5,0/8,1.81,False
15min,2,0.5,0.1,2.0,6,4,down,all,2916,437,0.801,-431.7,-0.14,0.36,-463.4,1/8,1.83,False
15min,2,0.5,0.1,2.0,6,4,down,kz,1498,225,0.846,-168.2,-0.12,0.373,-208.1,2/8,1.82,False
15min,2,0.5,0.1,2.0,6,4,off,all,8047,1200,0.82,-1063.1,-0.14,0.37,-1094.9,0/8,1.82,False
15min,2,0.5,0.1,2.0,6,4,off,kz,4114,614,0.823,-533.4,-0.14,0.37,-562.8,0/8,1.82,False
15min,2,0.5,0.1,2.0,6,4,fade,all,5131,765,0.831,-631.5,-0.14,0.375,-666.1,0/8,1.81,False
15min,2,0.5,0.1,2.0,6,4,fade,kz,2616,390,0.81,-365.2,-0.14,0.368,-390.4,0/8,1.81,False
15min,2,0.5,0.1,2.0,6,5,down,all,1760,264,0.799,-262.7,-0.14,0.348,-284.0,1/8,1.86,False
15min,2,0.5,0.1,2.0,6,5,down,kz,891,134,0.879,-77.0,-0.09,0.367,-123.3,2/8,1.86,False
15min,2,0.5,0.1,2.0,6,5,off,all,4828,720,0.824,-624.4,-0.15,0.357,-637.4,0/8,1.86,False
15min,2,0.5,0.1,2.0,6,5,off,kz,2424,362,0.823,-314.0,-0.14,0.356,-329.7,1/8,1.86,False
15min,2,0.5,0.1,2.0,6,5,fade,all,3068,457,0.838,-361.7,-0.14,0.362,-386.2,1/8,1.85,False
15min,2,0.5,0.1,2.0,6,5,fade,kz,1533,229,0.792,-237.0,-0.14,0.349,-252.7,0/8,1.85,False
15min,2,0.5,0.1,2.0,10,3,down,all,3511,525,0.8,-523.1,-0.14,0.362,-541.2,1/8,1.82,False
15min,2,0.5,0.1,2.0,10,3,down,kz,1811,271,0.867,-173.1,-0.13,0.382,-196.8,2/8,1.81,False
15min,2,0.5,0.1,2.0,10,3,off,all,9624,1434,0.831,-1191.7,-0.14,0.376,-1226.3,0/8,1.81,False
15min,2,0.5,0.1,2.0,10,3,off,kz,4930,735,0.845,-554.3,-0.14,0.379,-586.0,0/8,1.81,False
15min,2,0.5,0.1,2.0,10,3,fade,all,6113,911,0.849,-668.6,-0.14,0.384,-709.5,0/8,1.8,False
15min,2,0.5,0.1,2.0,10,3,fade,kz,3119,465,0.833,-381.3,-0.14,0.377,-410.8,0/8,1.81,False
15min,2,0.5,0.1,2.0,10,4,down,all,3157,472,0.806,-455.9,-0.14,0.363,-489.1,1/8,1.83,False
15min,2,0.5,0.1,2.0,10,4,down,kz,1619,242,0.864,-158.9,-0.12,0.379,-190.3,2/8,1.82,False
15min,2,0.5,0.1,2.0,10,4,off,all,8644,1288,0.828,-1089.1,-0.14,0.373,-1124.3,0/8,1.82,False
15min,2,0.5,0.1,2.0,10,4,off,kz,4436,661,0.837,-525.5,-0.14,0.374,-555.1,0/8,1.82,False
15min,2,0.5,0.1,2.0,10,4,fade,all,5487,818,0.841,-633.2,-0.14,0.378,-670.7,0/8,1.81,False
15min,2,0.5,0.1,2.0,10,4,fade,kz,2817,420,0.822,-366.7,-0.14,0.372,-390.5,0/8,1.81,False
15min,2,0.5,0.1,2.0,10,5,down,all,1895,284,0.802,-278.4,-0.14,0.35,-300.4,1/8,1.86,False
15min,2,0.5,0.1,2.0,10,5,down,kz,955,143,0.893,-72.7,-0.1,0.372,-108.0,3/8,1.86,False
15min,2,0.5,0.1,2.0,10,5,off,all,5186,773,0.836,-621.1,-0.15,0.361,-633.7,0/8,1.86,False
15min,2,0.5,0.1,2.0,10,5,off,kz,2607,389,0.845,-294.1,-0.14,0.362,-308.8,1/8,1.85,False
15min,2,0.5,0.1,2.0,10,5,fade,all,3291,491,0.856,-342.7,-0.14,0.367,-367.7,1/8,1.85,False
15min,2,0.5,0.1,2.0,10,5,fade,kz,1652,246,0.818,-221.3,-0.14,0.357,-237.1,0/8,1.85,False
15min,2,0.5,0.1,3.0,3,3,down,all,2858,428,0.866,-317.3,-0.12,0.287,-387.9,1/8,2.76,False
15min,2,0.5,0.1,3.0,3,3,down,kz,1515,227,0.963,-45.6,-0.05,0.307,-135.7,3/8,2.75,False
15min,2,0.5,0.1,3.0,3,3,off,all,7846,1170,0.889,-715.5,-0.14,0.296,-781.0,0/8,2.74,False
15min,2,0.5,0.1,3.0,3,3,off,kz,4061,606,0.938,-205.1,-0.11,0.305,-279.5,3/8,2.74,False
15min,2,0.5,0.1,3.0,3,3,fade,all,4988,744,0.903,-398.2,-0.13,0.302,-441.2,1/8,2.74,False
15min,2,0.5,0.1,3.0,3,3,fade,kz,2546,380,0.923,-159.4,-0.11,0.303,-211.1,2/8,2.74,False
15min,2,0.5,0.1,3.0,3,4,down,all,2578,386,0.885,-244.2,-0.1,0.29,-350.4,2/8,2.77,False
15min,2,0.5,0.1,3.0,3,4,down,kz,1360,204,0.974,-28.6,-0.03,0.307,-128.3,3/8,2.76,False
15min,2,0.5,0.1,3.0,3,4,off,all,7085,1056,0.892,-628.0,-0.13,0.295,-698.2,0/8,2.76,False
15min,2,0.5,0.1,3.0,3,4,off,kz,3672,548,0.93,-209.7,-0.12,0.301,-264.0,2/8,2.75,False
15min,2,0.5,0.1,3.0,3,4,fade,all,4507,672,0.896,-383.7,-0.14,0.298,-423.6,0/8,2.75,False
15min,2,0.5,0.1,3.0,3,4,fade,kz,2312,345,0.904,-181.2,-0.12,0.298,-219.7,1/8,2.75,False
15min,2,0.5,0.1,3.0,3,5,down,all,1568,235,0.85,-193.9,-0.11,0.273,-274.5,1/8,2.82,False
15min,2,0.5,0.1,3.0,3,5,down,kz,813,122,0.959,-26.8,-0.03,0.293,-118.2,3/8,2.82,False
15min,2,0.5,0.1,3.0,3,5,off,all,4292,640,0.871,-451.5,-0.14,0.281,-489.1,1/8,2.81,False
15min,2,0.5,0.1,3.0,3,5,off,kz,2187,326,0.882,-211.0,-0.12,0.279,-259.9,1/8,2.81,False
15min,2,0.5,0.1,3.0,3,5,fade,all,2724,406,0.884,-257.6,-0.14,0.285,-268.4,0/8,2.8,False
15min,2,0.5,0.1,3.0,3,5,fade,kz,1374,205,0.838,-184.2,-0.14,0.271,-193.2,1/8,2.8,False
15min,2,0.5,0.1,3.0,6,3,down,all,3249,487,0.864,-368.1,-0.12,0.286,-452.8,1/8,2.76,False
15min,2,0.5,0.1,3.0,6,3,down,kz,1682,252,0.953,-63.9,-0.06,0.305,-165.2,3/8,2.75,False
15min,2,0.5,0.1,3.0,6,3,off,all,8956,1335,0.895,-774.7,-0.13,0.297,-880.4,1/8,2.75,False
15min,2,0.5,0.1,3.0,6,3,off,kz,4571,681,0.924,-284.4,-0.12,0.301,-362.0,1/8,2.74,False
15min,2,0.5,0.1,3.0,6,3,fade,all,5707,851,0.913,-406.7,-0.13,0.304,-451.8,1/8,2.74,False
15min,2,0.5,0.1,3.0,6,3,fade,kz,2889,431,0.907,-220.5,-0.12,0.299,-266.5,2/8,2.74,False
15min,2,0.5,0.1,3.0,6,4,down,all,2916,437,0.874,-304.2,-0.11,0.288,-416.8,2/8,2.77,False
15min,2,0.5,0.1,3.0,6,4,down,kz,1498,225,0.958,-50.9,-0.05,0.304,-157.7,2/8,2.76,False
15min,2,0.5,0.1,3.0,6,4,off,all,8047,1200,0.891,-723.1,-0.13,0.295,-821.2,1/8,2.76,False
15min,2,0.5,0.1,3.0,6,4,off,kz,4114,614,0.912,-295.9,-0.12,0.297,-355.7,1/8,2.75,False
15min,2,0.5,0.1,3.0,6,4,fade,all,5131,765,0.9,-418.9,-0.14,0.299,-460.6,0/8,2.75,False
15min,2,0.5,0.1,3.0,6,4,fade,kz,2616,390,0.886,-245.1,-0.13,0.293,-275.7,0/8,2.75,False
15min,2,0.5,0.1,3.0,6,5,down,all,1760,264,0.824,-258.5,-0.12,0.267,-325.4,1/8,2.82,False
15min,2,0.5,0.1,3.0,6,5,down,kz,891,134,0.923,-55.2,-0.06,0.285,-141.4,3/8,2.81,False
15min,2,0.5,0.1,3.0,6,5,off,all,4828,720,0.863,-544.0,-0.14,0.279,-570.3,1/8,2.81,False
15min,2,0.5,0.1,3.0,6,5,off,kz,2424,362,0.873,-252.4,-0.13,0.278,-294.5,1/8,2.81,False
15min,2,0.5,0.1,3.0,6,5,fade,all,3068,457,0.886,-285.5,-0.14,0.286,-297.0,0/8,2.8,False
15min,2,0.5,0.1,3.0,6,5,fade,kz,1533,229,0.845,-197.2,-0.14,0.273,-204.4,1/8,2.8,False
15min,2,0.5,0.1,3.0,10,3,down,all,3511,525,0.868,-385.1,-0.12,0.288,-481.0,1/8,2.76,False
15min,2,0.5,0.1,3.0,10,3,down,kz,1811,271,0.965,-50.8,-0.05,0.308,-163.3,3/8,2.75,False
15min,2,0.5,0.1,3.0,10,3,off,all,9624,1434,0.901,-786.7,-0.13,0.299,-916.4,1/8,2.74,False
15min,2,0.5,0.1,3.0,10,3,off,kz,4930,735,0.932,-273.1,-0.11,0.303,-354.6,2/8,2.74,False
15min,2,0.5,0.1,3.0,10,3,fade,all,6113,911,0.92,-401.6,-0.13,0.306,-453.9,0/8,2.73,False
15min,2,0.5,0.1,3.0,10,3,fade,kz,3119,465,0.913,-222.3,-0.13,0.301,-261.3,0/8,2.74,False
15min,2,0.5,0.1,3.0,10,4,down,all,3157,472,0.877,-322.3,-0.11,0.289,-436.2,2/8,2.77,False
15min,2,0.5,0.1,3.0,10,4,down,kz,1619,242,0.97,-39.4,-0.04,0.308,-145.0,2/8,2.76,False
15min,2,0.5,0.1,3.0,10,4,off,all,8644,1288,0.897,-730.8,-0.13,0.297,-845.7,1/8,2.76,False
15min,2,0.5,0.1,3.0,10,4,off,kz,4436,661,0.924,-274.3,-0.12,0.3,-336.2,1/8,2.75,False
15min,2,0.5,0.1,3.0,10,4,fade,all,5487,818,0.909,-408.5,-0.13,0.301,-452.1,0/8,2.75,False
15min,2,0.5,0.1,3.0,10,4,fade,kz,2817,420,0.899,-234.9,-0.13,0.296,-262.8,0/8,2.75,False
15min,2,0.5,0.1,3.0,10,5,down,all,1895,284,0.825,-276.8,-0.12,0.268,-340.2,1/8,2.82,False
15min,2,0.5,0.1,3.0,10,5,down,kz,955,143,0.929,-54.5,-0.06,0.287,-129.0,3/8,2.81,False
15min,2,0.5,0.1,3.0,10,5,off,all,5186,773,0.875,-532.9,-0.14,0.282,-570.1,1/8,2.81,False
15min,2,0.5,0.1,3.0,10,5,off,kz,2607,389,0.894,-226.3,-0.13,0.282,-268.9,1/8,2.81,False
